name,datetime (utc timezone),fan_count
bnk48official.namneung,2018-09-25 06:00:00,171811
bnk48official.tarwaan,2018-09-25 06:00:00,167116
bnk48official.pupe,2018-09-25 06:00:00,164971
bnk48official.satchan,2018-09-25 06:00:00,161855
bnk48official.jan,2018-09-25 06:00:00,150814
bnk48official.natherine,2018-09-25 06:00:00,150240
bnk48official.namsai,2018-09-25 06:00:00,131939
bnk48official.jane,2018-09-25 06:00:00,118920
bnk48official.ratah,2018-09-25 06:00:00,107042
bnk48official.fond,2018-09-25 06:00:00,106620
bnk48official.june,2018-09-25 06:00:00,106328
bnk48official.mind,2018-09-25 06:00:00,105006
bnk48official.miori,2018-09-25 06:00:00,103691
bnk48official.korn,2018-09-25 06:00:00,102612
bnk48official.maysa,2018-09-25 06:00:00,95847
bnk48official.wee,2018-09-25 06:00:00,85356
bnk48official.nink,2018-09-25 06:00:00,83111
bnk48official.jaa,2018-09-25 06:00:00,82672
bnk48official.piam,2018-09-25 06:00:00,79286
bnk48official.jib,2018-09-25 06:00:00,78507
bnk48official.izutarina,2018-09-25 06:00:00,74597
bnk48official.phukkhom,2018-09-25 06:00:00,69364
bnk48official.new,2018-09-25 06:00:00,65497
bnk48official.bamboo,2018-09-25 06:00:00,63828
bnk48official.kate,2018-09-25 06:00:00,56360
bnk48official.minmin,2018-09-25 06:00:00,55108
bnk48official.cake,2018-09-25 06:00:00,53428
bnk48official.view,2018-09-25 06:00:00,49204
bnk48official.panda,2018-09-25 06:00:00,48132
bnk48official.gygee,2018-09-25 06:00:00,46283
pakwan.bnk48official,2018-09-25 06:00:00,45239
bnk48official.kheng,2018-09-25 06:00:00,43415
bnk48official.myyu,2018-09-25 06:00:00,42110
bnk48official.stang,2018-09-25 06:00:00,41584
bnk48official.oom,2018-09-25 06:00:00,40210
bnk48official.niky,2018-09-25 06:00:00,39393
bnk48official.maira,2018-09-25 06:00:00,38965
bnk48official.aom,2018-09-25 06:00:00,38099
bnk48official.faii,2018-09-25 06:00:00,37259
bnk48official.deenee,2018-09-25 06:00:00,29754
bnk48official.khamin,2018-09-25 06:00:00,27784
bnk48official.fifa,2018-09-25 06:00:00,25755
bnk48official.nine,2018-09-25 06:00:00,24859
bnk48official.pun,2018-09-25 05:00:00,542076
bnk48official.cherprang,2018-09-25 05:00:00,540841
bnk48official.orn,2018-09-25 05:00:00,341765
bnk48official.jennis,2018-09-25 05:00:00,271122
bnk48official.noey,2018-09-25 05:00:00,270236
bnk48official.mobile,2018-09-25 05:00:00,266829
bnk48official.music,2018-09-25 05:00:00,258459
bnk48official.kaimook,2018-09-25 05:00:00,244846
bnk48official.kaew,2018-09-25 05:00:00,212640
bnk48official.mewnich,2018-09-25 05:00:00,172246
bnk48official.namneung,2018-09-25 05:00:00,171790
bnk48official.tarwaan,2018-09-25 05:00:00,167099
bnk48official.pupe,2018-09-25 05:00:00,164949
bnk48official.satchan,2018-09-25 05:00:00,161838
bnk48official.jan,2018-09-25 05:00:00,150805
bnk48official.natherine,2018-09-25 05:00:00,150213
bnk48official.namsai,2018-09-25 05:00:00,131922
bnk48official.jane,2018-09-25 05:00:00,118879
bnk48official.ratah,2018-09-25 05:00:00,107007
bnk48official.fond,2018-09-25 05:00:00,106453
bnk48official.june,2018-09-25 05:00:00,106287
bnk48official.mind,2018-09-25 05:00:00,104994
bnk48official.miori,2018-09-25 05:00:00,103684
bnk48official.korn,2018-09-25 05:00:00,102601
bnk48official.maysa,2018-09-25 05:00:00,95840
bnk48official.wee,2018-09-25 05:00:00,85324
bnk48official.nink,2018-09-25 05:00:00,83102
bnk48official.jaa,2018-09-25 05:00:00,82658
bnk48official.piam,2018-09-25 05:00:00,79279
bnk48official.jib,2018-09-25 05:00:00,78497
bnk48official.izutarina,2018-09-25 05:00:00,74593
bnk48official.phukkhom,2018-09-25 05:00:00,69311
bnk48official.new,2018-09-25 05:00:00,65482
bnk48official.bamboo,2018-09-25 05:00:00,63804
bnk48official.kate,2018-09-25 05:00:00,56350
bnk48official.minmin,2018-09-25 05:00:00,55092
bnk48official.cake,2018-09-25 05:00:00,53412
bnk48official.view,2018-09-25 05:00:00,49190
bnk48official.panda,2018-09-25 05:00:00,48121
bnk48official.gygee,2018-09-25 05:00:00,46262
pakwan.bnk48official,2018-09-25 05:00:00,45126
bnk48official.kheng,2018-09-25 05:00:00,43404
bnk48official.myyu,2018-09-25 05:00:00,42097
bnk48official.stang,2018-09-25 05:00:00,41576
bnk48official.oom,2018-09-25 05:00:00,40202
bnk48official.niky,2018-09-25 05:00:00,39358
bnk48official.maira,2018-09-25 05:00:00,38935
bnk48official.aom,2018-09-25 05:00:00,38074
bnk48official.faii,2018-09-25 05:00:00,37244
bnk48official.deenee,2018-09-25 05:00:00,29742
bnk48official.khamin,2018-09-25 05:00:00,27777
bnk48official.fifa,2018-09-25 05:00:00,25749
bnk48official.nine,2018-09-25 05:00:00,24853
bnk48official.pun,2018-09-25 04:00:00,542016
bnk48official.cherprang,2018-09-25 04:00:00,540747
bnk48official.orn,2018-09-25 04:00:00,341746
bnk48official.jennis,2018-09-25 04:00:00,271100
bnk48official.noey,2018-09-25 04:00:00,270225
bnk48official.mobile,2018-09-25 04:00:00,266779
bnk48official.music,2018-09-25 04:00:00,258434
bnk48official.kaimook,2018-09-25 04:00:00,244828
bnk48official.kaew,2018-09-25 04:00:00,212624
bnk48official.mewnich,2018-09-25 04:00:00,172225
bnk48official.namneung,2018-09-25 04:00:00,171775
bnk48official.tarwaan,2018-09-25 04:00:00,167087
bnk48official.pupe,2018-09-25 04:00:00,164924
bnk48official.satchan,2018-09-25 04:00:00,161829
bnk48official.jan,2018-09-25 04:00:00,150796
bnk48official.natherine,2018-09-25 04:00:00,150187
bnk48official.namsai,2018-09-25 04:00:00,131914
bnk48official.jane,2018-09-25 04:00:00,118858
bnk48official.ratah,2018-09-25 04:00:00,106979
bnk48official.june,2018-09-25 04:00:00,106266
bnk48official.fond,2018-09-25 04:00:00,106257
bnk48official.mind,2018-09-25 04:00:00,104992
bnk48official.miori,2018-09-25 04:00:00,103683
bnk48official.korn,2018-09-25 04:00:00,102597
bnk48official.maysa,2018-09-25 04:00:00,95835
bnk48official.wee,2018-09-25 04:00:00,85304
bnk48official.nink,2018-09-25 04:00:00,83102
bnk48official.jaa,2018-09-25 04:00:00,82654
bnk48official.piam,2018-09-25 04:00:00,79277
bnk48official.jib,2018-09-25 04:00:00,78494
bnk48official.izutarina,2018-09-25 04:00:00,74591
bnk48official.phukkhom,2018-09-25 04:00:00,69283
bnk48official.new,2018-09-25 04:00:00,65471
bnk48official.bamboo,2018-09-25 04:00:00,63796
bnk48official.kate,2018-09-25 04:00:00,56347
bnk48official.minmin,2018-09-25 04:00:00,55080
bnk48official.cake,2018-09-25 04:00:00,53406
bnk48official.view,2018-09-25 04:00:00,49185
bnk48official.panda,2018-09-25 04:00:00,48113
bnk48official.gygee,2018-09-25 04:00:00,46255
pakwan.bnk48official,2018-09-25 04:00:00,45027
bnk48official.kheng,2018-09-25 04:00:00,43400
bnk48official.myyu,2018-09-25 04:00:00,42087
bnk48official.stang,2018-09-25 04:00:00,41569
bnk48official.oom,2018-09-25 04:00:00,40199
bnk48official.niky,2018-09-25 04:00:00,39353
bnk48official.maira,2018-09-25 04:00:00,38922
bnk48official.aom,2018-09-25 04:00:00,38060
bnk48official.faii,2018-09-25 04:00:00,37237
bnk48official.deenee,2018-09-25 04:00:00,29737
bnk48official.khamin,2018-09-25 04:00:00,27775
bnk48official.fifa,2018-09-25 04:00:00,25746
bnk48official.nine,2018-09-25 04:00:00,24847
bnk48official.pun,2018-09-25 03:00:00,541962
bnk48official.cherprang,2018-09-25 03:00:00,540670
bnk48official.orn,2018-09-25 03:00:00,341727
bnk48official.jennis,2018-09-25 03:00:00,271078
bnk48official.noey,2018-09-25 03:00:00,270197
bnk48official.mobile,2018-09-25 03:00:00,266750
bnk48official.music,2018-09-25 03:00:00,258411
bnk48official.kaimook,2018-09-25 03:00:00,244808
bnk48official.kaew,2018-09-25 03:00:00,212614
bnk48official.mewnich,2018-09-25 03:00:00,172212
bnk48official.namneung,2018-09-25 03:00:00,171758
bnk48official.tarwaan,2018-09-25 03:00:00,167070
bnk48official.pupe,2018-09-25 03:00:00,164902
bnk48official.satchan,2018-09-25 03:00:00,161816
bnk48official.jan,2018-09-25 03:00:00,150789
bnk48official.natherine,2018-09-25 03:00:00,150146
bnk48official.namsai,2018-09-25 03:00:00,131898
bnk48official.jane,2018-09-25 03:00:00,118836
bnk48official.ratah,2018-09-25 03:00:00,106953
bnk48official.june,2018-09-25 03:00:00,106241
bnk48official.fond,2018-09-25 03:00:00,106218
bnk48official.mind,2018-09-25 03:00:00,104984
bnk48official.miori,2018-09-25 03:00:00,103676
bnk48official.korn,2018-09-25 03:00:00,102586
bnk48official.maysa,2018-09-25 03:00:00,95830
bnk48official.wee,2018-09-25 03:00:00,85288
bnk48official.nink,2018-09-25 03:00:00,83094
bnk48official.jaa,2018-09-25 03:00:00,82646
bnk48official.piam,2018-09-25 03:00:00,79273
bnk48official.jib,2018-09-25 03:00:00,78486
bnk48official.izutarina,2018-09-25 03:00:00,74581
bnk48official.phukkhom,2018-09-25 03:00:00,69238
bnk48official.new,2018-09-25 03:00:00,65459
bnk48official.bamboo,2018-09-25 03:00:00,63777
bnk48official.kate,2018-09-25 03:00:00,56341
bnk48official.minmin,2018-09-25 03:00:00,55058
bnk48official.cake,2018-09-25 03:00:00,53392
bnk48official.view,2018-09-25 03:00:00,49177
bnk48official.panda,2018-09-25 03:00:00,48104
bnk48official.gygee,2018-09-25 03:00:00,46244
pakwan.bnk48official,2018-09-25 03:00:00,44923
bnk48official.kheng,2018-09-25 03:00:00,43391
bnk48official.myyu,2018-09-25 03:00:00,42074
bnk48official.stang,2018-09-25 03:00:00,41562
bnk48official.oom,2018-09-25 03:00:00,40191
bnk48official.niky,2018-09-25 03:00:00,39343
bnk48official.maira,2018-09-25 03:00:00,38909
bnk48official.aom,2018-09-25 03:00:00,38052
bnk48official.faii,2018-09-25 03:00:00,37228
bnk48official.deenee,2018-09-25 03:00:00,29725
bnk48official.khamin,2018-09-25 03:00:00,27769
bnk48official.fifa,2018-09-25 03:00:00,25736
bnk48official.nine,2018-09-25 03:00:00,24840
bnk48official.pun,2018-09-25 02:00:00,541903
bnk48official.cherprang,2018-09-25 02:00:00,540588
bnk48official.orn,2018-09-25 02:00:00,341703
bnk48official.jennis,2018-09-25 02:00:00,271052
bnk48official.noey,2018-09-25 02:00:00,270178
bnk48official.mobile,2018-09-25 02:00:00,266725
bnk48official.music,2018-09-25 02:00:00,258379
bnk48official.kaimook,2018-09-25 02:00:00,244786
bnk48official.kaew,2018-09-25 02:00:00,212595
bnk48official.mewnich,2018-09-25 02:00:00,172192
bnk48official.namneung,2018-09-25 02:00:00,171740
bnk48official.tarwaan,2018-09-25 02:00:00,167054
bnk48official.pupe,2018-09-25 02:00:00,164878
bnk48official.satchan,2018-09-25 02:00:00,161800
bnk48official.jan,2018-09-25 02:00:00,150782
bnk48official.natherine,2018-09-25 02:00:00,150104
bnk48official.namsai,2018-09-25 02:00:00,131883
bnk48official.jane,2018-09-25 02:00:00,118809
bnk48official.ratah,2018-09-25 02:00:00,106923
bnk48official.june,2018-09-25 02:00:00,106217
bnk48official.fond,2018-09-25 02:00:00,106196
bnk48official.mind,2018-09-25 02:00:00,104976
bnk48official.miori,2018-09-25 02:00:00,103669
bnk48official.korn,2018-09-25 02:00:00,102577
bnk48official.maysa,2018-09-25 02:00:00,95823
bnk48official.wee,2018-09-25 02:00:00,85260
bnk48official.nink,2018-09-25 02:00:00,83088
bnk48official.jaa,2018-09-25 02:00:00,82638
bnk48official.piam,2018-09-25 02:00:00,79266
bnk48official.jib,2018-09-25 02:00:00,78478
bnk48official.izutarina,2018-09-25 02:00:00,74579
bnk48official.phukkhom,2018-09-25 02:00:00,69185
bnk48official.new,2018-09-25 02:00:00,65447
bnk48official.bamboo,2018-09-25 02:00:00,63748
bnk48official.kate,2018-09-25 02:00:00,56336
bnk48official.minmin,2018-09-25 02:00:00,55041
bnk48official.cake,2018-09-25 02:00:00,53371
bnk48official.view,2018-09-25 02:00:00,49164
bnk48official.panda,2018-09-25 02:00:00,48095
bnk48official.gygee,2018-09-25 02:00:00,46232
pakwan.bnk48official,2018-09-25 02:00:00,44797
bnk48official.kheng,2018-09-25 02:00:00,43377
bnk48official.myyu,2018-09-25 02:00:00,42058
bnk48official.stang,2018-09-25 02:00:00,41553
bnk48official.oom,2018-09-25 02:00:00,40181
bnk48official.niky,2018-09-25 02:00:00,39331
bnk48official.maira,2018-09-25 02:00:00,38889
bnk48official.aom,2018-09-25 02:00:00,38039
bnk48official.faii,2018-09-25 02:00:00,37218
bnk48official.deenee,2018-09-25 02:00:00,29714
bnk48official.khamin,2018-09-25 02:00:00,27762
bnk48official.fifa,2018-09-25 02:00:00,25724
bnk48official.nine,2018-09-25 02:00:00,24832
bnk48official.pun,2018-09-25 01:00:00,541834
bnk48official.cherprang,2018-09-25 01:00:00,540516
bnk48official.orn,2018-09-25 01:00:00,341688
bnk48official.jennis,2018-09-25 01:00:00,271029
bnk48official.noey,2018-09-25 01:00:00,270157
bnk48official.mobile,2018-09-25 01:00:00,266699
bnk48official.music,2018-09-25 01:00:00,258367
bnk48official.kaimook,2018-09-25 01:00:00,244767
bnk48official.kaew,2018-09-25 01:00:00,212580
bnk48official.mewnich,2018-09-25 01:00:00,172177
bnk48official.namneung,2018-09-25 01:00:00,171723
bnk48official.tarwaan,2018-09-25 01:00:00,167039
bnk48official.pupe,2018-09-25 01:00:00,164864
bnk48official.satchan,2018-09-25 01:00:00,161790
bnk48official.jan,2018-09-25 01:00:00,150767
bnk48official.natherine,2018-09-25 01:00:00,150073
bnk48official.namsai,2018-09-25 01:00:00,131872
bnk48official.jane,2018-09-25 01:00:00,118790
bnk48official.ratah,2018-09-25 01:00:00,106905
bnk48official.june,2018-09-25 01:00:00,106196
bnk48official.fond,2018-09-25 01:00:00,106182
bnk48official.mind,2018-09-25 01:00:00,104969
bnk48official.miori,2018-09-25 01:00:00,103664
bnk48official.korn,2018-09-25 01:00:00,102573
bnk48official.maysa,2018-09-25 01:00:00,95820
bnk48official.wee,2018-09-25 01:00:00,85248
bnk48official.nink,2018-09-25 01:00:00,83081
bnk48official.jaa,2018-09-25 01:00:00,82636
bnk48official.piam,2018-09-25 01:00:00,79263
bnk48official.jib,2018-09-25 01:00:00,78473
bnk48official.izutarina,2018-09-25 01:00:00,74576
bnk48official.phukkhom,2018-09-25 01:00:00,69158
bnk48official.new,2018-09-25 01:00:00,65438
bnk48official.bamboo,2018-09-25 01:00:00,63728
bnk48official.kate,2018-09-25 01:00:00,56331
bnk48official.minmin,2018-09-25 01:00:00,55031
bnk48official.cake,2018-09-25 01:00:00,53359
bnk48official.view,2018-09-25 01:00:00,49156
bnk48official.panda,2018-09-25 01:00:00,48085
bnk48official.gygee,2018-09-25 01:00:00,46222
pakwan.bnk48official,2018-09-25 01:00:00,44671
bnk48official.kheng,2018-09-25 01:00:00,43373
bnk48official.myyu,2018-09-25 01:00:00,42053
bnk48official.stang,2018-09-25 01:00:00,41551
bnk48official.oom,2018-09-25 01:00:00,40176
bnk48official.niky,2018-09-25 01:00:00,39324
bnk48official.maira,2018-09-25 01:00:00,38879
bnk48official.aom,2018-09-25 01:00:00,38028
bnk48official.faii,2018-09-25 01:00:00,37209
bnk48official.deenee,2018-09-25 01:00:00,29708
bnk48official.khamin,2018-09-25 01:00:00,27760
bnk48official.fifa,2018-09-25 01:00:00,25718
bnk48official.nine,2018-09-25 01:00:00,24830
bnk48official.pun,2018-09-25 00:00:00,541761
bnk48official.cherprang,2018-09-25 00:00:00,540439
bnk48official.orn,2018-09-25 00:00:00,341673
bnk48official.jennis,2018-09-25 00:00:00,271004
bnk48official.noey,2018-09-25 00:00:00,270132
bnk48official.mobile,2018-09-25 00:00:00,266672
bnk48official.music,2018-09-25 00:00:00,258344
bnk48official.kaimook,2018-09-25 00:00:00,244750
bnk48official.kaew,2018-09-25 00:00:00,212568
bnk48official.mewnich,2018-09-25 00:00:00,172163
bnk48official.namneung,2018-09-25 00:00:00,171705
bnk48official.tarwaan,2018-09-25 00:00:00,167026
bnk48official.pupe,2018-09-25 00:00:00,164853
bnk48official.satchan,2018-09-25 00:00:00,161776
bnk48official.jan,2018-09-25 00:00:00,150756
bnk48official.natherine,2018-09-25 00:00:00,150040
bnk48official.namsai,2018-09-25 00:00:00,131859
bnk48official.jane,2018-09-25 00:00:00,118772
bnk48official.ratah,2018-09-25 00:00:00,106889
bnk48official.june,2018-09-25 00:00:00,106179
bnk48official.fond,2018-09-25 00:00:00,106163
bnk48official.mind,2018-09-25 00:00:00,104966
bnk48official.miori,2018-09-25 00:00:00,103660
bnk48official.korn,2018-09-25 00:00:00,102564
bnk48official.maysa,2018-09-25 00:00:00,95817
bnk48official.wee,2018-09-25 00:00:00,85234
bnk48official.nink,2018-09-25 00:00:00,83079
bnk48official.jaa,2018-09-25 00:00:00,82630
bnk48official.piam,2018-09-25 00:00:00,79263
bnk48official.jib,2018-09-25 00:00:00,78469
bnk48official.izutarina,2018-09-25 00:00:00,74573
bnk48official.phukkhom,2018-09-25 00:00:00,69130
bnk48official.new,2018-09-25 00:00:00,65429
bnk48official.bamboo,2018-09-25 00:00:00,63714
bnk48official.kate,2018-09-25 00:00:00,56328
bnk48official.minmin,2018-09-25 00:00:00,55022
bnk48official.cake,2018-09-25 00:00:00,53352
bnk48official.view,2018-09-25 00:00:00,49150
bnk48official.panda,2018-09-25 00:00:00,48073
bnk48official.gygee,2018-09-25 00:00:00,46210
pakwan.bnk48official,2018-09-25 00:00:00,44532
bnk48official.kheng,2018-09-25 00:00:00,43366
bnk48official.myyu,2018-09-25 00:00:00,42044
bnk48official.stang,2018-09-25 00:00:00,41542
bnk48official.oom,2018-09-25 00:00:00,40171
bnk48official.niky,2018-09-25 00:00:00,39314
bnk48official.maira,2018-09-25 00:00:00,38870
bnk48official.aom,2018-09-25 00:00:00,38022
bnk48official.faii,2018-09-25 00:00:00,37203
bnk48official.deenee,2018-09-25 00:00:00,29703
bnk48official.khamin,2018-09-25 00:00:00,27758
bnk48official.fifa,2018-09-25 00:00:00,25713
bnk48official.nine,2018-09-25 00:00:00,24824
bnk48official.pun,2018-09-24 23:00:00,541707
bnk48official.cherprang,2018-09-24 23:00:00,540384
bnk48official.orn,2018-09-24 23:00:00,341664
bnk48official.jennis,2018-09-24 23:00:00,270986
bnk48official.noey,2018-09-24 23:00:00,270112
bnk48official.mobile,2018-09-24 23:00:00,266653
bnk48official.music,2018-09-24 23:00:00,258331
bnk48official.kaimook,2018-09-24 23:00:00,244739
bnk48official.kaew,2018-09-24 23:00:00,212558
bnk48official.mewnich,2018-09-24 23:00:00,172149
bnk48official.namneung,2018-09-24 23:00:00,171694
bnk48official.tarwaan,2018-09-24 23:00:00,167018
bnk48official.pupe,2018-09-24 23:00:00,164843
bnk48official.satchan,2018-09-24 23:00:00,161768
bnk48official.jan,2018-09-24 23:00:00,150746
bnk48official.natherine,2018-09-24 23:00:00,150006
bnk48official.namsai,2018-09-24 23:00:00,131857
bnk48official.jane,2018-09-24 23:00:00,118756
bnk48official.ratah,2018-09-24 23:00:00,106872
bnk48official.june,2018-09-24 23:00:00,106162
bnk48official.fond,2018-09-24 23:00:00,106155
bnk48official.mind,2018-09-24 23:00:00,104961
bnk48official.miori,2018-09-24 23:00:00,103654
bnk48official.korn,2018-09-24 23:00:00,102561
bnk48official.maysa,2018-09-24 23:00:00,95815
bnk48official.wee,2018-09-24 23:00:00,85218
bnk48official.nink,2018-09-24 23:00:00,83076
bnk48official.jaa,2018-09-24 23:00:00,82625
bnk48official.piam,2018-09-24 23:00:00,79259
bnk48official.jib,2018-09-24 23:00:00,78466
bnk48official.izutarina,2018-09-24 23:00:00,74571
bnk48official.phukkhom,2018-09-24 23:00:00,69113
bnk48official.new,2018-09-24 23:00:00,65420
bnk48official.bamboo,2018-09-24 23:00:00,63701
bnk48official.kate,2018-09-24 23:00:00,56326
bnk48official.minmin,2018-09-24 23:00:00,55016
bnk48official.cake,2018-09-24 23:00:00,53346
bnk48official.view,2018-09-24 23:00:00,49143
bnk48official.panda,2018-09-24 23:00:00,48067
bnk48official.gygee,2018-09-24 23:00:00,46203
pakwan.bnk48official,2018-09-24 23:00:00,44431
bnk48official.kheng,2018-09-24 23:00:00,43356
bnk48official.myyu,2018-09-24 23:00:00,42039
bnk48official.stang,2018-09-24 23:00:00,41541
bnk48official.oom,2018-09-24 23:00:00,40166
bnk48official.niky,2018-09-24 23:00:00,39307
bnk48official.maira,2018-09-24 23:00:00,38863
bnk48official.aom,2018-09-24 23:00:00,38017
bnk48official.faii,2018-09-24 23:00:00,37199
bnk48official.deenee,2018-09-24 23:00:00,29700
bnk48official.khamin,2018-09-24 23:00:00,27757
bnk48official.fifa,2018-09-24 23:00:00,25710
bnk48official.nine,2018-09-24 23:00:00,24822
bnk48official.pun,2018-09-24 22:00:00,541694
bnk48official.cherprang,2018-09-24 22:00:00,540367
bnk48official.orn,2018-09-24 22:00:00,341654
bnk48official.jennis,2018-09-24 22:00:00,270980
bnk48official.noey,2018-09-24 22:00:00,270106
bnk48official.mobile,2018-09-24 22:00:00,266641
bnk48official.music,2018-09-24 22:00:00,258319
bnk48official.kaimook,2018-09-24 22:00:00,244734
bnk48official.kaew,2018-09-24 22:00:00,212549
bnk48official.mewnich,2018-09-24 22:00:00,172140
bnk48official.namneung,2018-09-24 22:00:00,171686
bnk48official.tarwaan,2018-09-24 22:00:00,167009
bnk48official.pupe,2018-09-24 22:00:00,164837
bnk48official.satchan,2018-09-24 22:00:00,161760
bnk48official.jan,2018-09-24 22:00:00,150743
bnk48official.natherine,2018-09-24 22:00:00,149998
bnk48official.namsai,2018-09-24 22:00:00,131852
bnk48official.jane,2018-09-24 22:00:00,118747
bnk48official.ratah,2018-09-24 22:00:00,106863
bnk48official.june,2018-09-24 22:00:00,106156
bnk48official.fond,2018-09-24 22:00:00,106152
bnk48official.mind,2018-09-24 22:00:00,104955
bnk48official.miori,2018-09-24 22:00:00,103651
bnk48official.korn,2018-09-24 22:00:00,102560
bnk48official.maysa,2018-09-24 22:00:00,95813
bnk48official.wee,2018-09-24 22:00:00,85212
bnk48official.nink,2018-09-24 22:00:00,83075
bnk48official.jaa,2018-09-24 22:00:00,82622
bnk48official.piam,2018-09-24 22:00:00,79258
bnk48official.jib,2018-09-24 22:00:00,78464
bnk48official.izutarina,2018-09-24 22:00:00,74570
bnk48official.phukkhom,2018-09-24 22:00:00,69105
bnk48official.new,2018-09-24 22:00:00,65415
bnk48official.bamboo,2018-09-24 22:00:00,63693
bnk48official.kate,2018-09-24 22:00:00,56325
bnk48official.minmin,2018-09-24 22:00:00,55013
bnk48official.cake,2018-09-24 22:00:00,53343
bnk48official.view,2018-09-24 22:00:00,49139
bnk48official.panda,2018-09-24 22:00:00,48062
bnk48official.gygee,2018-09-24 22:00:00,46202
pakwan.bnk48official,2018-09-24 22:00:00,44381
bnk48official.kheng,2018-09-24 22:00:00,43354
bnk48official.myyu,2018-09-24 22:00:00,42036
bnk48official.stang,2018-09-24 22:00:00,41538
bnk48official.oom,2018-09-24 22:00:00,40166
bnk48official.niky,2018-09-24 22:00:00,39302
bnk48official.maira,2018-09-24 22:00:00,38861
bnk48official.aom,2018-09-24 22:00:00,38012
bnk48official.faii,2018-09-24 22:00:00,37199
bnk48official.deenee,2018-09-24 22:00:00,29695
bnk48official.khamin,2018-09-24 22:00:00,27755
bnk48official.fifa,2018-09-24 22:00:00,25708
bnk48official.nine,2018-09-24 22:00:00,24820
bnk48official.pun,2018-09-24 21:00:00,541686
bnk48official.cherprang,2018-09-24 21:00:00,540356
bnk48official.orn,2018-09-24 21:00:00,341652
bnk48official.jennis,2018-09-24 21:00:00,270974
bnk48official.noey,2018-09-24 21:00:00,270105
bnk48official.mobile,2018-09-24 21:00:00,266638
bnk48official.music,2018-09-24 21:00:00,258315
bnk48official.kaimook,2018-09-24 21:00:00,244729
bnk48official.kaew,2018-09-24 21:00:00,212548
bnk48official.mewnich,2018-09-24 21:00:00,172138
bnk48official.namneung,2018-09-24 21:00:00,171685
bnk48official.tarwaan,2018-09-24 21:00:00,167008
bnk48official.pupe,2018-09-24 21:00:00,164835
bnk48official.satchan,2018-09-24 21:00:00,161757
bnk48official.jan,2018-09-24 21:00:00,150743
bnk48official.natherine,2018-09-24 21:00:00,149988
bnk48official.namsai,2018-09-24 21:00:00,131851
bnk48official.jane,2018-09-24 21:00:00,118747
bnk48official.ratah,2018-09-24 21:00:00,106861
bnk48official.june,2018-09-24 21:00:00,106155
bnk48official.fond,2018-09-24 21:00:00,106151
bnk48official.mind,2018-09-24 21:00:00,104955
bnk48official.miori,2018-09-24 21:00:00,103652
bnk48official.korn,2018-09-24 21:00:00,102560
bnk48official.maysa,2018-09-24 21:00:00,95813
bnk48official.wee,2018-09-24 21:00:00,85209
bnk48official.nink,2018-09-24 21:00:00,83075
bnk48official.jaa,2018-09-24 21:00:00,82621
bnk48official.piam,2018-09-24 21:00:00,79259
bnk48official.jib,2018-09-24 21:00:00,78465
bnk48official.izutarina,2018-09-24 21:00:00,74570
bnk48official.phukkhom,2018-09-24 21:00:00,69098
bnk48official.new,2018-09-24 21:00:00,65413
bnk48official.bamboo,2018-09-24 21:00:00,63688
bnk48official.kate,2018-09-24 21:00:00,56326
bnk48official.minmin,2018-09-24 21:00:00,55013
bnk48official.cake,2018-09-24 21:00:00,53343
bnk48official.view,2018-09-24 21:00:00,49137
bnk48official.panda,2018-09-24 21:00:00,48063
bnk48official.gygee,2018-09-24 21:00:00,46200
pakwan.bnk48official,2018-09-24 21:00:00,44365
bnk48official.kheng,2018-09-24 21:00:00,43354
bnk48official.myyu,2018-09-24 21:00:00,42034
bnk48official.stang,2018-09-24 21:00:00,41538
bnk48official.oom,2018-09-24 21:00:00,40165
bnk48official.niky,2018-09-24 21:00:00,39302
bnk48official.maira,2018-09-24 21:00:00,38860
bnk48official.aom,2018-09-24 21:00:00,38008
bnk48official.faii,2018-09-24 21:00:00,37198
bnk48official.deenee,2018-09-24 21:00:00,29694
bnk48official.khamin,2018-09-24 21:00:00,27755
bnk48official.fifa,2018-09-24 21:00:00,25706
bnk48official.nine,2018-09-24 21:00:00,24820
bnk48official.pun,2018-09-24 20:00:00,541682
bnk48official.cherprang,2018-09-24 20:00:00,540346
bnk48official.orn,2018-09-24 20:00:00,341651
bnk48official.jennis,2018-09-24 20:00:00,270973
bnk48official.noey,2018-09-24 20:00:00,270102
bnk48official.mobile,2018-09-24 20:00:00,266636
bnk48official.music,2018-09-24 20:00:00,258310
bnk48official.kaimook,2018-09-24 20:00:00,244728
bnk48official.kaew,2018-09-24 20:00:00,212548
bnk48official.mewnich,2018-09-24 20:00:00,172137
bnk48official.namneung,2018-09-24 20:00:00,171683
bnk48official.tarwaan,2018-09-24 20:00:00,167007
bnk48official.pupe,2018-09-24 20:00:00,164832
bnk48official.satchan,2018-09-24 20:00:00,161757
bnk48official.jan,2018-09-24 20:00:00,150745
bnk48official.natherine,2018-09-24 20:00:00,149983
bnk48official.namsai,2018-09-24 20:00:00,131850
bnk48official.jane,2018-09-24 20:00:00,118744
bnk48official.ratah,2018-09-24 20:00:00,106858
bnk48official.june,2018-09-24 20:00:00,106152
bnk48official.fond,2018-09-24 20:00:00,106150
bnk48official.mind,2018-09-24 20:00:00,104954
bnk48official.miori,2018-09-24 20:00:00,103652
bnk48official.korn,2018-09-24 20:00:00,102559
bnk48official.maysa,2018-09-24 20:00:00,95813
bnk48official.wee,2018-09-24 20:00:00,85206
