name,datetime (utc timezone),fan_count
bnk48official.jan,2018-10-12 03:00:00,153148
bnk48official.namsai,2018-10-12 03:00:00,138549
bnk48official.jane,2018-10-12 03:00:00,131347
bnk48official.june,2018-10-12 03:00:00,119069
bnk48official.fond,2018-10-12 03:00:00,117762
bnk48official.ratah,2018-10-12 03:00:00,116431
bnk48official.mind,2018-10-12 03:00:00,111166
bnk48official.korn,2018-10-12 03:00:00,108152
bnk48official.miori,2018-10-12 03:00:00,107957
bnk48official.maysa,2018-10-12 03:00:00,101156
bnk48official.wee,2018-10-12 03:00:00,96189
bnk48official.phukkhom,2018-10-12 03:00:00,91093
bnk48official.nink,2018-10-12 03:00:00,86913
bnk48official.jaa,2018-10-12 03:00:00,86866
bnk48official.piam,2018-10-12 03:00:00,83248
bnk48official.jib,2018-10-12 03:00:00,82119
bnk48official.izutarina,2018-10-12 03:00:00,77549
bnk48official.new,2018-10-12 03:00:00,74691
bnk48official.bamboo,2018-10-12 03:00:00,70681
bnk48official.minmin,2018-10-12 03:00:00,63686
bnk48official.cake,2018-10-12 03:00:00,60858
bnk48official.kate,2018-10-12 03:00:00,58307
bnk48official.view,2018-10-12 03:00:00,56593
bnk48official.gygee,2018-10-12 03:00:00,54173
bnk48official.panda,2018-10-12 03:00:00,53215
pakwan.bnk48official,2018-10-12 03:00:00,50217
bnk48official.kheng,2018-10-12 03:00:00,48435
bnk48official.myyu,2018-10-12 03:00:00,48231
bnk48official.maira,2018-10-12 03:00:00,45896
bnk48official.niky,2018-10-12 03:00:00,45807
bnk48official.oom,2018-10-12 03:00:00,45803
bnk48official.aom,2018-10-12 03:00:00,45494
bnk48official.stang,2018-10-12 03:00:00,45235
bnk48official.faii,2018-10-12 03:00:00,43717
bnk48official.deenee,2018-10-12 03:00:00,33069
bnk48official.khamin,2018-10-12 03:00:00,31948
bnk48official.nine,2018-10-12 03:00:00,31643
bnk48official.fifa,2018-10-12 03:00:00,28943
bnk48official.cherprang,2018-10-12 02:00:00,563516
bnk48official.pun,2018-10-12 02:00:00,556841
bnk48official.orn,2018-10-12 02:00:00,357452
bnk48official.jennis,2018-10-12 02:00:00,281945
bnk48official.noey,2018-10-12 02:00:00,280585
bnk48official.mobile,2018-10-12 02:00:00,277386
bnk48official.music,2018-10-12 02:00:00,272752
bnk48official.kaimook,2018-10-12 02:00:00,253443
bnk48official.kaew,2018-10-12 02:00:00,223096
bnk48official.mewnich,2018-10-12 02:00:00,183923
bnk48official.namneung,2018-10-12 02:00:00,183236
bnk48official.tarwaan,2018-10-12 02:00:00,174520
bnk48official.pupe,2018-10-12 02:00:00,174190
bnk48official.natherine,2018-10-12 02:00:00,170474
bnk48official.satchan,2018-10-12 02:00:00,168367
bnk48official.jan,2018-10-12 02:00:00,153140
bnk48official.namsai,2018-10-12 02:00:00,138528
bnk48official.jane,2018-10-12 02:00:00,131312
bnk48official.june,2018-10-12 02:00:00,119024
bnk48official.fond,2018-10-12 02:00:00,117738
bnk48official.ratah,2018-10-12 02:00:00,116416
bnk48official.mind,2018-10-12 02:00:00,111146
bnk48official.korn,2018-10-12 02:00:00,108132
bnk48official.miori,2018-10-12 02:00:00,107943
bnk48official.maysa,2018-10-12 02:00:00,101139
bnk48official.wee,2018-10-12 02:00:00,96163
bnk48official.phukkhom,2018-10-12 02:00:00,91012
bnk48official.nink,2018-10-12 02:00:00,86899
bnk48official.jaa,2018-10-12 02:00:00,86854
bnk48official.piam,2018-10-12 02:00:00,83233
bnk48official.jib,2018-10-12 02:00:00,82111
bnk48official.izutarina,2018-10-12 02:00:00,77536
bnk48official.new,2018-10-12 02:00:00,74679
bnk48official.bamboo,2018-10-12 02:00:00,70664
bnk48official.minmin,2018-10-12 02:00:00,63669
bnk48official.cake,2018-10-12 02:00:00,60843
bnk48official.kate,2018-10-12 02:00:00,58301
bnk48official.view,2018-10-12 02:00:00,56566
bnk48official.gygee,2018-10-12 02:00:00,54149
bnk48official.panda,2018-10-12 02:00:00,53198
pakwan.bnk48official,2018-10-12 02:00:00,50205
bnk48official.kheng,2018-10-12 02:00:00,48426
bnk48official.myyu,2018-10-12 02:00:00,48217
bnk48official.maira,2018-10-12 02:00:00,45867
bnk48official.niky,2018-10-12 02:00:00,45790
bnk48official.oom,2018-10-12 02:00:00,45784
bnk48official.aom,2018-10-12 02:00:00,45479
bnk48official.stang,2018-10-12 02:00:00,45228
bnk48official.faii,2018-10-12 02:00:00,43703
bnk48official.deenee,2018-10-12 02:00:00,33060
bnk48official.khamin,2018-10-12 02:00:00,31928
bnk48official.nine,2018-10-12 02:00:00,31633
bnk48official.fifa,2018-10-12 02:00:00,28935
bnk48official.cherprang,2018-10-12 01:00:00,563459
bnk48official.pun,2018-10-12 01:00:00,556799
bnk48official.orn,2018-10-12 01:00:00,357421
bnk48official.jennis,2018-10-12 01:00:00,281921
bnk48official.noey,2018-10-12 01:00:00,280557
bnk48official.mobile,2018-10-12 01:00:00,277349
bnk48official.music,2018-10-12 01:00:00,272715
bnk48official.kaimook,2018-10-12 01:00:00,253426
bnk48official.kaew,2018-10-12 01:00:00,223043
bnk48official.mewnich,2018-10-12 01:00:00,183890
bnk48official.namneung,2018-10-12 01:00:00,183210
bnk48official.tarwaan,2018-10-12 01:00:00,174499
bnk48official.pupe,2018-10-12 01:00:00,174164
bnk48official.natherine,2018-10-12 01:00:00,170444
bnk48official.satchan,2018-10-12 01:00:00,168337
bnk48official.jan,2018-10-12 01:00:00,153134
bnk48official.namsai,2018-10-12 01:00:00,138512
bnk48official.jane,2018-10-12 01:00:00,131285
bnk48official.june,2018-10-12 01:00:00,118966
bnk48official.fond,2018-10-12 01:00:00,117725
bnk48official.ratah,2018-10-12 01:00:00,116403
bnk48official.mind,2018-10-12 01:00:00,111136
bnk48official.korn,2018-10-12 01:00:00,108121
bnk48official.miori,2018-10-12 01:00:00,107937
bnk48official.maysa,2018-10-12 01:00:00,101131
bnk48official.wee,2018-10-12 01:00:00,96136
bnk48official.phukkhom,2018-10-12 01:00:00,90964
bnk48official.nink,2018-10-12 01:00:00,86888
bnk48official.jaa,2018-10-12 01:00:00,86844
bnk48official.piam,2018-10-12 01:00:00,83224
bnk48official.jib,2018-10-12 01:00:00,82104
bnk48official.izutarina,2018-10-12 01:00:00,77528
bnk48official.new,2018-10-12 01:00:00,74658
bnk48official.bamboo,2018-10-12 01:00:00,70651
bnk48official.minmin,2018-10-12 01:00:00,63655
bnk48official.cake,2018-10-12 01:00:00,60828
bnk48official.kate,2018-10-12 01:00:00,58295
bnk48official.view,2018-10-12 01:00:00,56547
bnk48official.gygee,2018-10-12 01:00:00,54129
bnk48official.panda,2018-10-12 01:00:00,53190
pakwan.bnk48official,2018-10-12 01:00:00,50189
bnk48official.kheng,2018-10-12 01:00:00,48412
bnk48official.myyu,2018-10-12 01:00:00,48199
bnk48official.maira,2018-10-12 01:00:00,45834
bnk48official.niky,2018-10-12 01:00:00,45776
bnk48official.oom,2018-10-12 01:00:00,45774
bnk48official.aom,2018-10-12 01:00:00,45468
bnk48official.stang,2018-10-12 01:00:00,45219
bnk48official.faii,2018-10-12 01:00:00,43691
bnk48official.deenee,2018-10-12 01:00:00,33051
bnk48official.khamin,2018-10-12 01:00:00,31915
bnk48official.nine,2018-10-12 01:00:00,31609
bnk48official.fifa,2018-10-12 01:00:00,28930
bnk48official.cherprang,2018-10-12 00:00:00,563419
bnk48official.pun,2018-10-12 00:00:00,556759
bnk48official.orn,2018-10-12 00:00:00,357392
bnk48official.jennis,2018-10-12 00:00:00,281902
bnk48official.noey,2018-10-12 00:00:00,280544
bnk48official.mobile,2018-10-12 00:00:00,277330
bnk48official.music,2018-10-12 00:00:00,272692
bnk48official.kaimook,2018-10-12 00:00:00,253414
bnk48official.kaew,2018-10-12 00:00:00,223004
bnk48official.mewnich,2018-10-12 00:00:00,183871
bnk48official.namneung,2018-10-12 00:00:00,183196
bnk48official.tarwaan,2018-10-12 00:00:00,174488
bnk48official.pupe,2018-10-12 00:00:00,174140
bnk48official.natherine,2018-10-12 00:00:00,170416
bnk48official.satchan,2018-10-12 00:00:00,168309
bnk48official.jan,2018-10-12 00:00:00,153130
bnk48official.namsai,2018-10-12 00:00:00,138501
bnk48official.jane,2018-10-12 00:00:00,131267
bnk48official.june,2018-10-12 00:00:00,118930
bnk48official.fond,2018-10-12 00:00:00,117720
bnk48official.ratah,2018-10-12 00:00:00,116396
bnk48official.mind,2018-10-12 00:00:00,111132
bnk48official.korn,2018-10-12 00:00:00,108114
bnk48official.miori,2018-10-12 00:00:00,107930
bnk48official.maysa,2018-10-12 00:00:00,101126
bnk48official.wee,2018-10-12 00:00:00,96117
bnk48official.phukkhom,2018-10-12 00:00:00,90934
bnk48official.nink,2018-10-12 00:00:00,86880
bnk48official.jaa,2018-10-12 00:00:00,86834
bnk48official.piam,2018-10-12 00:00:00,83219
bnk48official.jib,2018-10-12 00:00:00,82098
bnk48official.izutarina,2018-10-12 00:00:00,77526
bnk48official.new,2018-10-12 00:00:00,74650
bnk48official.bamboo,2018-10-12 00:00:00,70642
bnk48official.minmin,2018-10-12 00:00:00,63647
bnk48official.cake,2018-10-12 00:00:00,60819
bnk48official.kate,2018-10-12 00:00:00,58291
bnk48official.view,2018-10-12 00:00:00,56538
bnk48official.gygee,2018-10-12 00:00:00,54117
bnk48official.panda,2018-10-12 00:00:00,53185
pakwan.bnk48official,2018-10-12 00:00:00,50184
bnk48official.kheng,2018-10-12 00:00:00,48402
bnk48official.myyu,2018-10-12 00:00:00,48193
bnk48official.maira,2018-10-12 00:00:00,45817
bnk48official.niky,2018-10-12 00:00:00,45773
bnk48official.oom,2018-10-12 00:00:00,45772
bnk48official.aom,2018-10-12 00:00:00,45456
bnk48official.stang,2018-10-12 00:00:00,45218
bnk48official.faii,2018-10-12 00:00:00,43687
bnk48official.deenee,2018-10-12 00:00:00,33048
bnk48official.khamin,2018-10-12 00:00:00,31909
bnk48official.nine,2018-10-12 00:00:00,31600
bnk48official.fifa,2018-10-12 00:00:00,28929
bnk48official.cherprang,2018-10-11 23:00:00,563392
bnk48official.pun,2018-10-11 23:00:00,556739
bnk48official.orn,2018-10-11 23:00:00,357380
bnk48official.jennis,2018-10-11 23:00:00,281881
bnk48official.noey,2018-10-11 23:00:00,280535
bnk48official.mobile,2018-10-11 23:00:00,277322
bnk48official.music,2018-10-11 23:00:00,272683
bnk48official.kaimook,2018-10-11 23:00:00,253403
bnk48official.kaew,2018-10-11 23:00:00,222977
bnk48official.mewnich,2018-10-11 23:00:00,183858
bnk48official.namneung,2018-10-11 23:00:00,183186
bnk48official.tarwaan,2018-10-11 23:00:00,174480
bnk48official.pupe,2018-10-11 23:00:00,174131
bnk48official.natherine,2018-10-11 23:00:00,170405
bnk48official.satchan,2018-10-11 23:00:00,168298
bnk48official.jan,2018-10-11 23:00:00,153127
bnk48official.namsai,2018-10-11 23:00:00,138497
bnk48official.jane,2018-10-11 23:00:00,131250
bnk48official.june,2018-10-11 23:00:00,118895
bnk48official.fond,2018-10-11 23:00:00,117713
bnk48official.ratah,2018-10-11 23:00:00,116393
bnk48official.mind,2018-10-11 23:00:00,111126
bnk48official.korn,2018-10-11 23:00:00,108111
bnk48official.miori,2018-10-11 23:00:00,107925
bnk48official.maysa,2018-10-11 23:00:00,101126
bnk48official.wee,2018-10-11 23:00:00,96111
bnk48official.phukkhom,2018-10-11 23:00:00,90922
bnk48official.nink,2018-10-11 23:00:00,86877
bnk48official.jaa,2018-10-11 23:00:00,86828
bnk48official.piam,2018-10-11 23:00:00,83218
bnk48official.jib,2018-10-11 23:00:00,82098
bnk48official.izutarina,2018-10-11 23:00:00,77524
bnk48official.new,2018-10-11 23:00:00,74641
bnk48official.bamboo,2018-10-11 23:00:00,70634
bnk48official.minmin,2018-10-11 23:00:00,63641
bnk48official.cake,2018-10-11 23:00:00,60812
bnk48official.kate,2018-10-11 23:00:00,58290
bnk48official.view,2018-10-11 23:00:00,56531
bnk48official.gygee,2018-10-11 23:00:00,54106
bnk48official.panda,2018-10-11 23:00:00,53181
pakwan.bnk48official,2018-10-11 23:00:00,50177
bnk48official.kheng,2018-10-11 23:00:00,48398
bnk48official.myyu,2018-10-11 23:00:00,48188
bnk48official.maira,2018-10-11 23:00:00,45803
bnk48official.niky,2018-10-11 23:00:00,45764
bnk48official.oom,2018-10-11 23:00:00,45763
bnk48official.aom,2018-10-11 23:00:00,45441
bnk48official.stang,2018-10-11 23:00:00,45216
bnk48official.faii,2018-10-11 23:00:00,43675
bnk48official.deenee,2018-10-11 23:00:00,33043
bnk48official.khamin,2018-10-11 23:00:00,31904
bnk48official.nine,2018-10-11 23:00:00,31591
bnk48official.fifa,2018-10-11 23:00:00,28924
bnk48official.cherprang,2018-10-11 22:00:00,563373
bnk48official.pun,2018-10-11 22:00:00,556729
bnk48official.orn,2018-10-11 22:00:00,357375
bnk48official.jennis,2018-10-11 22:00:00,281878
bnk48official.noey,2018-10-11 22:00:00,280529
bnk48official.mobile,2018-10-11 22:00:00,277315
bnk48official.music,2018-10-11 22:00:00,272675
bnk48official.kaimook,2018-10-11 22:00:00,253397
bnk48official.kaew,2018-10-11 22:00:00,222970
bnk48official.mewnich,2018-10-11 22:00:00,183854
bnk48official.namneung,2018-10-11 22:00:00,183181
bnk48official.tarwaan,2018-10-11 22:00:00,174474
bnk48official.pupe,2018-10-11 22:00:00,174127
bnk48official.natherine,2018-10-11 22:00:00,170401
bnk48official.satchan,2018-10-11 22:00:00,168305
bnk48official.jan,2018-10-11 22:00:00,153125
bnk48official.namsai,2018-10-11 22:00:00,138494
bnk48official.jane,2018-10-11 22:00:00,131245
bnk48official.june,2018-10-11 22:00:00,118878
bnk48official.fond,2018-10-11 22:00:00,117709
bnk48official.ratah,2018-10-11 22:00:00,116392
bnk48official.mind,2018-10-11 22:00:00,111125
bnk48official.korn,2018-10-11 22:00:00,108110
bnk48official.miori,2018-10-11 22:00:00,107923
bnk48official.maysa,2018-10-11 22:00:00,101124
bnk48official.wee,2018-10-11 22:00:00,96106
bnk48official.phukkhom,2018-10-11 22:00:00,90911
bnk48official.nink,2018-10-11 22:00:00,86875
bnk48official.jaa,2018-10-11 22:00:00,86827
bnk48official.piam,2018-10-11 22:00:00,83216
bnk48official.jib,2018-10-11 22:00:00,82098
bnk48official.izutarina,2018-10-11 22:00:00,77523
bnk48official.new,2018-10-11 22:00:00,74632
bnk48official.bamboo,2018-10-11 22:00:00,70631
bnk48official.minmin,2018-10-11 22:00:00,63637
bnk48official.cake,2018-10-11 22:00:00,60810
bnk48official.kate,2018-10-11 22:00:00,58288
bnk48official.view,2018-10-11 22:00:00,56524
bnk48official.gygee,2018-10-11 22:00:00,54100
bnk48official.panda,2018-10-11 22:00:00,53180
pakwan.bnk48official,2018-10-11 22:00:00,50177
bnk48official.kheng,2018-10-11 22:00:00,48395
bnk48official.myyu,2018-10-11 22:00:00,48184
bnk48official.maira,2018-10-11 22:00:00,45795
bnk48official.niky,2018-10-11 22:00:00,45762
bnk48official.oom,2018-10-11 22:00:00,45760
bnk48official.aom,2018-10-11 22:00:00,45438
bnk48official.stang,2018-10-11 22:00:00,45216
bnk48official.faii,2018-10-11 22:00:00,43672
bnk48official.deenee,2018-10-11 22:00:00,33043
bnk48official.khamin,2018-10-11 22:00:00,31903
bnk48official.nine,2018-10-11 22:00:00,31609
bnk48official.fifa,2018-10-11 22:00:00,28923
bnk48official.cherprang,2018-10-11 21:00:00,563369
bnk48official.pun,2018-10-11 21:00:00,556725
bnk48official.orn,2018-10-11 21:00:00,357372
bnk48official.jennis,2018-10-11 21:00:00,281877
bnk48official.noey,2018-10-11 21:00:00,280525
bnk48official.mobile,2018-10-11 21:00:00,277310
bnk48official.music,2018-10-11 21:00:00,272672
bnk48official.kaimook,2018-10-11 21:00:00,253395
bnk48official.kaew,2018-10-11 21:00:00,222968
bnk48official.mewnich,2018-10-11 21:00:00,183849
bnk48official.namneung,2018-10-11 21:00:00,183181
bnk48official.tarwaan,2018-10-11 21:00:00,174473
bnk48official.pupe,2018-10-11 21:00:00,174122
bnk48official.natherine,2018-10-11 21:00:00,170399
bnk48official.satchan,2018-10-11 21:00:00,168303
bnk48official.jan,2018-10-11 21:00:00,153122
bnk48official.namsai,2018-10-11 21:00:00,138492
bnk48official.jane,2018-10-11 21:00:00,131245
bnk48official.june,2018-10-11 21:00:00,118865
bnk48official.fond,2018-10-11 21:00:00,117706
bnk48official.ratah,2018-10-11 21:00:00,116392
bnk48official.mind,2018-10-11 21:00:00,111125
bnk48official.korn,2018-10-11 21:00:00,108110
bnk48official.miori,2018-10-11 21:00:00,107923
bnk48official.maysa,2018-10-11 21:00:00,101123
bnk48official.wee,2018-10-11 21:00:00,96103
bnk48official.phukkhom,2018-10-11 21:00:00,90899
bnk48official.nink,2018-10-11 21:00:00,86874
bnk48official.jaa,2018-10-11 21:00:00,86825
bnk48official.piam,2018-10-11 21:00:00,83216
bnk48official.jib,2018-10-11 21:00:00,82099
bnk48official.izutarina,2018-10-11 21:00:00,77521
bnk48official.new,2018-10-11 21:00:00,74628
bnk48official.bamboo,2018-10-11 21:00:00,70630
bnk48official.minmin,2018-10-11 21:00:00,63637
bnk48official.cake,2018-10-11 21:00:00,60807
bnk48official.kate,2018-10-11 21:00:00,58288
bnk48official.view,2018-10-11 21:00:00,56519
bnk48official.gygee,2018-10-11 21:00:00,54098
bnk48official.panda,2018-10-11 21:00:00,53175
pakwan.bnk48official,2018-10-11 21:00:00,50176
bnk48official.kheng,2018-10-11 21:00:00,48392
bnk48official.myyu,2018-10-11 21:00:00,48183
bnk48official.maira,2018-10-11 21:00:00,45791
bnk48official.niky,2018-10-11 21:00:00,45759
bnk48official.oom,2018-10-11 21:00:00,45757
bnk48official.aom,2018-10-11 21:00:00,45434
bnk48official.stang,2018-10-11 21:00:00,45215
bnk48official.faii,2018-10-11 21:00:00,43670
bnk48official.deenee,2018-10-11 21:00:00,33043
bnk48official.khamin,2018-10-11 21:00:00,31900
bnk48official.nine,2018-10-11 21:00:00,31606
bnk48official.fifa,2018-10-11 21:00:00,28922
bnk48official.cherprang,2018-10-11 20:00:00,563363
bnk48official.pun,2018-10-11 20:00:00,556721
bnk48official.orn,2018-10-11 20:00:00,357368
bnk48official.jennis,2018-10-11 20:00:00,281870
bnk48official.noey,2018-10-11 20:00:00,280523
bnk48official.mobile,2018-10-11 20:00:00,277306
bnk48official.music,2018-10-11 20:00:00,272671
bnk48official.kaimook,2018-10-11 20:00:00,253392
bnk48official.kaew,2018-10-11 20:00:00,222960
bnk48official.mewnich,2018-10-11 20:00:00,183847
bnk48official.namneung,2018-10-11 20:00:00,183178
bnk48official.tarwaan,2018-10-11 20:00:00,174472
bnk48official.pupe,2018-10-11 20:00:00,174117
bnk48official.natherine,2018-10-11 20:00:00,170393
bnk48official.satchan,2018-10-11 20:00:00,168297
bnk48official.jan,2018-10-11 20:00:00,153120
bnk48official.namsai,2018-10-11 20:00:00,138490
bnk48official.jane,2018-10-11 20:00:00,131240
bnk48official.june,2018-10-11 20:00:00,118858
bnk48official.fond,2018-10-11 20:00:00,117704
bnk48official.ratah,2018-10-11 20:00:00,116389
bnk48official.mind,2018-10-11 20:00:00,111125
bnk48official.korn,2018-10-11 20:00:00,108109
bnk48official.miori,2018-10-11 20:00:00,107921
bnk48official.maysa,2018-10-11 20:00:00,101119
bnk48official.wee,2018-10-11 20:00:00,96101
bnk48official.phukkhom,2018-10-11 20:00:00,90892
bnk48official.nink,2018-10-11 20:00:00,86872
bnk48official.jaa,2018-10-11 20:00:00,86824
bnk48official.piam,2018-10-11 20:00:00,83214
bnk48official.jib,2018-10-11 20:00:00,82099
bnk48official.izutarina,2018-10-11 20:00:00,77520
bnk48official.new,2018-10-11 20:00:00,74625
bnk48official.bamboo,2018-10-11 20:00:00,70625
bnk48official.minmin,2018-10-11 20:00:00,63634
bnk48official.cake,2018-10-11 20:00:00,60802
bnk48official.kate,2018-10-11 20:00:00,58288
bnk48official.view,2018-10-11 20:00:00,56517
bnk48official.gygee,2018-10-11 20:00:00,54094
bnk48official.panda,2018-10-11 20:00:00,53172
pakwan.bnk48official,2018-10-11 20:00:00,50170
bnk48official.kheng,2018-10-11 20:00:00,48389
bnk48official.myyu,2018-10-11 20:00:00,48179
bnk48official.maira,2018-10-11 20:00:00,45781
bnk48official.niky,2018-10-11 20:00:00,45757
bnk48official.oom,2018-10-11 20:00:00,45754
bnk48official.aom,2018-10-11 20:00:00,45431
bnk48official.stang,2018-10-11 20:00:00,45215
bnk48official.faii,2018-10-11 20:00:00,43668
bnk48official.deenee,2018-10-11 20:00:00,33042
bnk48official.khamin,2018-10-11 20:00:00,31899
bnk48official.nine,2018-10-11 20:00:00,31605
bnk48official.fifa,2018-10-11 20:00:00,28921
bnk48official.cherprang,2018-10-11 19:00:00,563344
bnk48official.pun,2018-10-11 19:00:00,556709
bnk48official.orn,2018-10-11 19:00:00,357357
bnk48official.jennis,2018-10-11 19:00:00,281860
bnk48official.noey,2018-10-11 19:00:00,280516
bnk48official.mobile,2018-10-11 19:00:00,277298
bnk48official.music,2018-10-11 19:00:00,272658
bnk48official.kaimook,2018-10-11 19:00:00,253387
bnk48official.kaew,2018-10-11 19:00:00,222949
bnk48official.mewnich,2018-10-11 19:00:00,183836
bnk48official.namneung,2018-10-11 19:00:00,183170
bnk48official.tarwaan,2018-10-11 19:00:00,174469
bnk48official.pupe,2018-10-11 19:00:00,174107
bnk48official.natherine,2018-10-11 19:00:00,170387
bnk48official.satchan,2018-10-11 19:00:00,168287
