name,datetime (utc timezone),followed
kaimook.bnk48official,2018-10-12 03:00:00,393731
kaew.bnk48official,2018-10-12 03:00:00,358256
jane.bnk48official,2018-10-12 03:00:00,343801
tarwaan.bnk48office,2018-10-12 03:00:00,316346
namneung.bnk48official,2018-10-12 03:00:00,315592
mewnich.bnk48official,2018-10-12 03:00:00,313716
pupe.bnk48official,2018-10-12 03:00:00,302069
satchan.bnk48official,2018-10-12 03:00:00,300910
june.bnk48office,2018-10-12 03:00:00,293090
namsai.bnk48official,2018-10-12 03:00:00,283517
miori.bnk48official,2018-10-12 03:00:00,256455
fond.bnk48office,2018-10-12 03:00:00,249224
jaa.bnk48official,2018-10-12 03:00:00,238901
rinaizuta.bnk48official,2018-10-12 03:00:00,236642
maysa.bnk48official,2018-10-12 03:00:00,228796
mind.bnk48official,2018-10-12 03:00:00,227536
ratah.bnk48official,2018-10-12 03:00:00,224217
korn.bnk48official,2018-10-12 03:00:00,221468
wee.bnk48official,2018-10-12 03:00:00,205761
nink.bnk48official,2018-10-12 03:00:00,205429
kate.bnk48official,2018-10-12 03:00:00,196148
jib.bnk48office,2018-10-12 03:00:00,189083
piam.bnk48office,2018-10-12 03:00:00,182657
phukkhom.bnk48office,2018-10-12 03:00:00,176474
bamboo.bnk48office,2018-10-12 03:00:00,174714
myyu.bnk48official,2018-10-12 03:00:00,164195
new.bnk48official,2018-10-12 03:00:00,161752
cake.bnk48official,2018-10-12 03:00:00,159007
view.bnk48official,2018-10-12 03:00:00,150330
minmin.bnk48office,2018-10-12 03:00:00,147419
natherine.bnk48official,2018-10-12 03:00:00,147365
gygee.bnk48official,2018-10-12 03:00:00,145927
aom.bnk48official,2018-10-12 03:00:00,144891
niky.bnk48office,2018-10-12 03:00:00,142246
kheng.bnk48official,2018-10-12 03:00:00,141037
pakwan.bnk48office,2018-10-12 03:00:00,139283
panda.bnk48official,2018-10-12 03:00:00,133461
khamin.bnk48official,2018-10-12 03:00:00,130505
faii.bnk48official,2018-10-12 03:00:00,129767
stang.bnk48office,2018-10-12 03:00:00,128478
deenee.bnk48official,2018-10-12 03:00:00,125032
oom.bnk48official,2018-10-12 03:00:00,123182
maira.bnk48official,2018-10-12 03:00:00,119854
fifa.bnk48official,2018-10-12 03:00:00,116003
nine.bnk48official,2018-10-12 03:00:00,105107
pun.bnk48official,2018-10-12 02:00:00,738905
cherprang.bnk48official,2018-10-12 02:00:00,581690
orn.bnk48official,2018-10-12 02:00:00,530015
jennis.bnk48official,2018-10-12 02:00:00,474557
mobile.bnk48official,2018-10-12 02:00:00,470947
music.bnk48official,2018-10-12 02:00:00,447385
noey.bnk48office,2018-10-12 02:00:00,420860
kaimook.bnk48official,2018-10-12 02:00:00,393651
kaew.bnk48official,2018-10-12 02:00:00,358207
jane.bnk48official,2018-10-12 02:00:00,343696
tarwaan.bnk48office,2018-10-12 02:00:00,316278
namneung.bnk48official,2018-10-12 02:00:00,315521
mewnich.bnk48official,2018-10-12 02:00:00,313633
pupe.bnk48official,2018-10-12 02:00:00,302009
satchan.bnk48official,2018-10-12 02:00:00,300835
june.bnk48office,2018-10-12 02:00:00,292999
namsai.bnk48official,2018-10-12 02:00:00,283450
miori.bnk48official,2018-10-12 02:00:00,256400
fond.bnk48office,2018-10-12 02:00:00,249166
jaa.bnk48official,2018-10-12 02:00:00,238851
rinaizuta.bnk48official,2018-10-12 02:00:00,236591
maysa.bnk48official,2018-10-12 02:00:00,228751
mind.bnk48official,2018-10-12 02:00:00,227479
ratah.bnk48official,2018-10-12 02:00:00,224129
korn.bnk48official,2018-10-12 02:00:00,221413
wee.bnk48official,2018-10-12 02:00:00,205689
nink.bnk48official,2018-10-12 02:00:00,205402
kate.bnk48official,2018-10-12 02:00:00,196100
jib.bnk48office,2018-10-12 02:00:00,189020
piam.bnk48office,2018-10-12 02:00:00,182615
phukkhom.bnk48office,2018-10-12 02:00:00,176389
bamboo.bnk48office,2018-10-12 02:00:00,174662
myyu.bnk48official,2018-10-12 02:00:00,164127
new.bnk48official,2018-10-12 02:00:00,161664
cake.bnk48official,2018-10-12 02:00:00,158956
view.bnk48official,2018-10-12 02:00:00,150256
minmin.bnk48office,2018-10-12 02:00:00,147353
natherine.bnk48official,2018-10-12 02:00:00,147295
gygee.bnk48official,2018-10-12 02:00:00,145854
aom.bnk48official,2018-10-12 02:00:00,144825
niky.bnk48office,2018-10-12 02:00:00,142186
kheng.bnk48official,2018-10-12 02:00:00,140983
pakwan.bnk48office,2018-10-12 02:00:00,139234
panda.bnk48official,2018-10-12 02:00:00,133412
khamin.bnk48official,2018-10-12 02:00:00,130454
faii.bnk48official,2018-10-12 02:00:00,129706
stang.bnk48office,2018-10-12 02:00:00,128432
deenee.bnk48official,2018-10-12 02:00:00,124992
oom.bnk48official,2018-10-12 02:00:00,123122
maira.bnk48official,2018-10-12 02:00:00,119804
fifa.bnk48official,2018-10-12 02:00:00,115962
nine.bnk48official,2018-10-12 02:00:00,105057
pun.bnk48official,2018-10-12 01:00:00,738798
cherprang.bnk48official,2018-10-12 01:00:00,581604
orn.bnk48official,2018-10-12 01:00:00,529943
jennis.bnk48official,2018-10-12 01:00:00,474477
mobile.bnk48official,2018-10-12 01:00:00,470876
music.bnk48official,2018-10-12 01:00:00,447322
noey.bnk48office,2018-10-12 01:00:00,420785
kaimook.bnk48official,2018-10-12 01:00:00,393576
kaew.bnk48official,2018-10-12 01:00:00,358156
jane.bnk48official,2018-10-12 01:00:00,343610
tarwaan.bnk48office,2018-10-12 01:00:00,316231
namneung.bnk48official,2018-10-12 01:00:00,315473
mewnich.bnk48official,2018-10-12 01:00:00,313568
pupe.bnk48official,2018-10-12 01:00:00,301959
satchan.bnk48official,2018-10-12 01:00:00,300790
june.bnk48office,2018-10-12 01:00:00,292911
namsai.bnk48official,2018-10-12 01:00:00,283410
miori.bnk48official,2018-10-12 01:00:00,256379
fond.bnk48office,2018-10-12 01:00:00,249115
jaa.bnk48official,2018-10-12 01:00:00,238809
rinaizuta.bnk48official,2018-10-12 01:00:00,236548
maysa.bnk48official,2018-10-12 01:00:00,228724
mind.bnk48official,2018-10-12 01:00:00,227445
ratah.bnk48official,2018-10-12 01:00:00,224071
korn.bnk48official,2018-10-12 01:00:00,221373
wee.bnk48official,2018-10-12 01:00:00,205631
nink.bnk48official,2018-10-12 01:00:00,205354
kate.bnk48official,2018-10-12 01:00:00,196078
jib.bnk48office,2018-10-12 01:00:00,188987
piam.bnk48office,2018-10-12 01:00:00,182583
phukkhom.bnk48office,2018-10-12 01:00:00,176304
bamboo.bnk48office,2018-10-12 01:00:00,174618
myyu.bnk48official,2018-10-12 01:00:00,164070
new.bnk48official,2018-10-12 01:00:00,161598
cake.bnk48official,2018-10-12 01:00:00,158912
view.bnk48official,2018-10-12 01:00:00,150208
minmin.bnk48office,2018-10-12 01:00:00,147312
natherine.bnk48official,2018-10-12 01:00:00,147230
gygee.bnk48official,2018-10-12 01:00:00,145807
aom.bnk48official,2018-10-12 01:00:00,144788
niky.bnk48office,2018-10-12 01:00:00,142144
kheng.bnk48official,2018-10-12 01:00:00,140935
pakwan.bnk48office,2018-10-12 01:00:00,139200
panda.bnk48official,2018-10-12 01:00:00,133376
khamin.bnk48official,2018-10-12 01:00:00,130413
faii.bnk48official,2018-10-12 01:00:00,129669
stang.bnk48office,2018-10-12 01:00:00,128398
deenee.bnk48official,2018-10-12 01:00:00,124965
oom.bnk48official,2018-10-12 01:00:00,123084
maira.bnk48official,2018-10-12 01:00:00,119774
fifa.bnk48official,2018-10-12 01:00:00,115931
nine.bnk48official,2018-10-12 01:00:00,105028
pun.bnk48official,2018-10-12 00:00:00,738717
cherprang.bnk48official,2018-10-12 00:00:00,581543
orn.bnk48official,2018-10-12 00:00:00,529891
jennis.bnk48official,2018-10-12 00:00:00,474432
mobile.bnk48official,2018-10-12 00:00:00,470811
music.bnk48official,2018-10-12 00:00:00,447276
noey.bnk48office,2018-10-12 00:00:00,420737
kaimook.bnk48official,2018-10-12 00:00:00,393520
kaew.bnk48official,2018-10-12 00:00:00,358124
jane.bnk48official,2018-10-12 00:00:00,343545
tarwaan.bnk48office,2018-10-12 00:00:00,316196
namneung.bnk48official,2018-10-12 00:00:00,315385
mewnich.bnk48official,2018-10-12 00:00:00,313505
pupe.bnk48official,2018-10-12 00:00:00,301919
satchan.bnk48official,2018-10-12 00:00:00,300749
june.bnk48office,2018-10-12 00:00:00,292843
namsai.bnk48official,2018-10-12 00:00:00,283367
miori.bnk48official,2018-10-12 00:00:00,256346
fond.bnk48office,2018-10-12 00:00:00,249084
jaa.bnk48official,2018-10-12 00:00:00,238784
rinaizuta.bnk48official,2018-10-12 00:00:00,236521
maysa.bnk48official,2018-10-12 00:00:00,228693
mind.bnk48official,2018-10-12 00:00:00,227409
ratah.bnk48official,2018-10-12 00:00:00,224015
korn.bnk48official,2018-10-12 00:00:00,221340
wee.bnk48official,2018-10-12 00:00:00,205587
nink.bnk48official,2018-10-12 00:00:00,205320
kate.bnk48official,2018-10-12 00:00:00,196043
jib.bnk48office,2018-10-12 00:00:00,188950
piam.bnk48office,2018-10-12 00:00:00,182555
phukkhom.bnk48office,2018-10-12 00:00:00,176256
bamboo.bnk48office,2018-10-12 00:00:00,174578
myyu.bnk48official,2018-10-12 00:00:00,164020
new.bnk48official,2018-10-12 00:00:00,161553
cake.bnk48official,2018-10-12 00:00:00,158878
view.bnk48official,2018-10-12 00:00:00,150174
minmin.bnk48office,2018-10-12 00:00:00,147266
natherine.bnk48official,2018-10-12 00:00:00,147176
gygee.bnk48official,2018-10-12 00:00:00,145766
aom.bnk48official,2018-10-12 00:00:00,144743
niky.bnk48office,2018-10-12 00:00:00,142102
kheng.bnk48official,2018-10-12 00:00:00,140898
pakwan.bnk48office,2018-10-12 00:00:00,139163
panda.bnk48official,2018-10-12 00:00:00,133336
khamin.bnk48official,2018-10-12 00:00:00,130374
faii.bnk48official,2018-10-12 00:00:00,129623
stang.bnk48office,2018-10-12 00:00:00,128363
deenee.bnk48official,2018-10-12 00:00:00,124934
oom.bnk48official,2018-10-12 00:00:00,123044
maira.bnk48official,2018-10-12 00:00:00,119738
fifa.bnk48official,2018-10-12 00:00:00,115897
nine.bnk48official,2018-10-12 00:00:00,104989
pun.bnk48official,2018-10-11 23:00:00,738673
cherprang.bnk48official,2018-10-11 23:00:00,581497
orn.bnk48official,2018-10-11 23:00:00,529845
jennis.bnk48official,2018-10-11 23:00:00,474399
mobile.bnk48official,2018-10-11 23:00:00,470782
music.bnk48official,2018-10-11 23:00:00,447254
noey.bnk48office,2018-10-11 23:00:00,420702
kaimook.bnk48official,2018-10-11 23:00:00,393486
kaew.bnk48official,2018-10-11 23:00:00,358105
jane.bnk48official,2018-10-11 23:00:00,343506
tarwaan.bnk48office,2018-10-11 23:00:00,316174
namneung.bnk48official,2018-10-11 23:00:00,315363
mewnich.bnk48official,2018-10-11 23:00:00,313471
pupe.bnk48official,2018-10-11 23:00:00,301891
satchan.bnk48official,2018-10-11 23:00:00,300742
june.bnk48office,2018-10-11 23:00:00,292804
namsai.bnk48official,2018-10-11 23:00:00,283337
miori.bnk48official,2018-10-11 23:00:00,256322
fond.bnk48office,2018-10-11 23:00:00,249062
jaa.bnk48official,2018-10-11 23:00:00,238765
rinaizuta.bnk48official,2018-10-11 23:00:00,236498
maysa.bnk48official,2018-10-11 23:00:00,228670
mind.bnk48official,2018-10-11 23:00:00,227385
ratah.bnk48official,2018-10-11 23:00:00,223992
korn.bnk48official,2018-10-11 23:00:00,221312
wee.bnk48official,2018-10-11 23:00:00,205559
nink.bnk48official,2018-10-11 23:00:00,205304
kate.bnk48official,2018-10-11 23:00:00,196028
jib.bnk48office,2018-10-11 23:00:00,188925
piam.bnk48office,2018-10-11 23:00:00,182539
phukkhom.bnk48office,2018-10-11 23:00:00,176229
bamboo.bnk48office,2018-10-11 23:00:00,174558
myyu.bnk48official,2018-10-11 23:00:00,163987
new.bnk48official,2018-10-11 23:00:00,161520
cake.bnk48official,2018-10-11 23:00:00,158851
view.bnk48official,2018-10-11 23:00:00,150147
minmin.bnk48office,2018-10-11 23:00:00,147237
natherine.bnk48official,2018-10-11 23:00:00,147145
gygee.bnk48official,2018-10-11 23:00:00,145741
aom.bnk48official,2018-10-11 23:00:00,144719
niky.bnk48office,2018-10-11 23:00:00,142081
kheng.bnk48official,2018-10-11 23:00:00,140875
pakwan.bnk48office,2018-10-11 23:00:00,139139
panda.bnk48official,2018-10-11 23:00:00,133316
khamin.bnk48official,2018-10-11 23:00:00,130351
faii.bnk48official,2018-10-11 23:00:00,129605
stang.bnk48office,2018-10-11 23:00:00,128343
deenee.bnk48official,2018-10-11 23:00:00,124916
oom.bnk48official,2018-10-11 23:00:00,123028
maira.bnk48official,2018-10-11 23:00:00,119714
fifa.bnk48official,2018-10-11 23:00:00,115878
nine.bnk48official,2018-10-11 23:00:00,104971
pun.bnk48official,2018-10-11 22:00:00,738654
cherprang.bnk48official,2018-10-11 22:00:00,581476
orn.bnk48official,2018-10-11 22:00:00,529829
jennis.bnk48official,2018-10-11 22:00:00,474386
mobile.bnk48official,2018-10-11 22:00:00,470764
music.bnk48official,2018-10-11 22:00:00,447244
noey.bnk48office,2018-10-11 22:00:00,420687
kaimook.bnk48official,2018-10-11 22:00:00,393472
kaew.bnk48official,2018-10-11 22:00:00,358097
jane.bnk48official,2018-10-11 22:00:00,343459
tarwaan.bnk48office,2018-10-11 22:00:00,316163
namneung.bnk48official,2018-10-11 22:00:00,315374
mewnich.bnk48official,2018-10-11 22:00:00,313453
pupe.bnk48official,2018-10-11 22:00:00,301874
satchan.bnk48official,2018-10-11 22:00:00,300728
june.bnk48office,2018-10-11 22:00:00,292790
namsai.bnk48official,2018-10-11 22:00:00,283322
miori.bnk48official,2018-10-11 22:00:00,256313
fond.bnk48office,2018-10-11 22:00:00,249048
jaa.bnk48official,2018-10-11 22:00:00,238748
rinaizuta.bnk48official,2018-10-11 22:00:00,236490
maysa.bnk48official,2018-10-11 22:00:00,228664
mind.bnk48official,2018-10-11 22:00:00,227371
ratah.bnk48official,2018-10-11 22:00:00,223981
korn.bnk48official,2018-10-11 22:00:00,221297
wee.bnk48official,2018-10-11 22:00:00,205549
nink.bnk48official,2018-10-11 22:00:00,205296
kate.bnk48official,2018-10-11 22:00:00,196017
jib.bnk48office,2018-10-11 22:00:00,188911
piam.bnk48office,2018-10-11 22:00:00,182530
phukkhom.bnk48office,2018-10-11 22:00:00,176208
bamboo.bnk48office,2018-10-11 22:00:00,174546
myyu.bnk48official,2018-10-11 22:00:00,163976
new.bnk48official,2018-10-11 22:00:00,161495
cake.bnk48official,2018-10-11 22:00:00,158842
view.bnk48official,2018-10-11 22:00:00,150133
minmin.bnk48office,2018-10-11 22:00:00,147220
natherine.bnk48official,2018-10-11 22:00:00,147129
gygee.bnk48official,2018-10-11 22:00:00,145725
aom.bnk48official,2018-10-11 22:00:00,144707
niky.bnk48office,2018-10-11 22:00:00,142073
kheng.bnk48official,2018-10-11 22:00:00,140863
pakwan.bnk48office,2018-10-11 22:00:00,139127
panda.bnk48official,2018-10-11 22:00:00,133304
khamin.bnk48official,2018-10-11 22:00:00,130340
faii.bnk48official,2018-10-11 22:00:00,129594
stang.bnk48office,2018-10-11 22:00:00,128338
deenee.bnk48official,2018-10-11 22:00:00,124911
oom.bnk48official,2018-10-11 22:00:00,123019
maira.bnk48official,2018-10-11 22:00:00,119705
fifa.bnk48official,2018-10-11 22:00:00,115871
nine.bnk48official,2018-10-11 22:00:00,104964
pun.bnk48official,2018-10-11 21:00:00,738644
cherprang.bnk48official,2018-10-11 21:00:00,581465
orn.bnk48official,2018-10-11 21:00:00,529835
jennis.bnk48official,2018-10-11 21:00:00,474377
mobile.bnk48official,2018-10-11 21:00:00,470756
music.bnk48official,2018-10-11 21:00:00,447234
noey.bnk48office,2018-10-11 21:00:00,420678
kaimook.bnk48official,2018-10-11 21:00:00,393463
kaew.bnk48official,2018-10-11 21:00:00,358095
jane.bnk48official,2018-10-11 21:00:00,343448
tarwaan.bnk48office,2018-10-11 21:00:00,316156
namneung.bnk48official,2018-10-11 21:00:00,315371
mewnich.bnk48official,2018-10-11 21:00:00,313443
pupe.bnk48official,2018-10-11 21:00:00,301868
satchan.bnk48official,2018-10-11 21:00:00,300721
june.bnk48office,2018-10-11 21:00:00,292783
namsai.bnk48official,2018-10-11 21:00:00,283311
miori.bnk48official,2018-10-11 21:00:00,256308
fond.bnk48office,2018-10-11 21:00:00,249045
jaa.bnk48official,2018-10-11 21:00:00,238747
rinaizuta.bnk48official,2018-10-11 21:00:00,236485
maysa.bnk48official,2018-10-11 21:00:00,228658
mind.bnk48official,2018-10-11 21:00:00,227368
ratah.bnk48official,2018-10-11 21:00:00,223968
korn.bnk48official,2018-10-11 21:00:00,221295
wee.bnk48official,2018-10-11 21:00:00,205546
nink.bnk48official,2018-10-11 21:00:00,205293
kate.bnk48official,2018-10-11 21:00:00,196015
jib.bnk48office,2018-10-11 21:00:00,188905
piam.bnk48office,2018-10-11 21:00:00,182529
phukkhom.bnk48office,2018-10-11 21:00:00,176203
bamboo.bnk48office,2018-10-11 21:00:00,174542
myyu.bnk48official,2018-10-11 21:00:00,163973
new.bnk48official,2018-10-11 21:00:00,161492
cake.bnk48official,2018-10-11 21:00:00,158839
view.bnk48official,2018-10-11 21:00:00,150128
minmin.bnk48office,2018-10-11 21:00:00,147215
natherine.bnk48official,2018-10-11 21:00:00,147123
gygee.bnk48official,2018-10-11 21:00:00,145718
aom.bnk48official,2018-10-11 21:00:00,144704
niky.bnk48office,2018-10-11 21:00:00,142070
kheng.bnk48official,2018-10-11 21:00:00,140856
pakwan.bnk48office,2018-10-11 21:00:00,139128
panda.bnk48official,2018-10-11 21:00:00,133300
khamin.bnk48official,2018-10-11 21:00:00,130332
faii.bnk48official,2018-10-11 21:00:00,129588
stang.bnk48office,2018-10-11 21:00:00,128334
deenee.bnk48official,2018-10-11 21:00:00,124907
oom.bnk48official,2018-10-11 21:00:00,123019
maira.bnk48official,2018-10-11 21:00:00,119702
fifa.bnk48official,2018-10-11 21:00:00,115870
nine.bnk48official,2018-10-11 21:00:00,104964
pun.bnk48official,2018-10-11 20:00:00,738635
cherprang.bnk48official,2018-10-11 20:00:00,581454
orn.bnk48official,2018-10-11 20:00:00,529817
jennis.bnk48official,2018-10-11 20:00:00,474364
mobile.bnk48official,2018-10-11 20:00:00,470738
music.bnk48official,2018-10-11 20:00:00,447229
noey.bnk48office,2018-10-11 20:00:00,420662
kaimook.bnk48official,2018-10-11 20:00:00,393450
kaew.bnk48official,2018-10-11 20:00:00,358090
jane.bnk48official,2018-10-11 20:00:00,343432
tarwaan.bnk48office,2018-10-11 20:00:00,316151
namneung.bnk48official,2018-10-11 20:00:00,315370
mewnich.bnk48official,2018-10-11 20:00:00,313427
pupe.bnk48official,2018-10-11 20:00:00,301856
satchan.bnk48official,2018-10-11 20:00:00,300699
june.bnk48office,2018-10-11 20:00:00,292767
namsai.bnk48official,2018-10-11 20:00:00,283300
miori.bnk48official,2018-10-11 20:00:00,256300
fond.bnk48office,2018-10-11 20:00:00,249032
jaa.bnk48official,2018-10-11 20:00:00,238740
rinaizuta.bnk48official,2018-10-11 20:00:00,236478
maysa.bnk48official,2018-10-11 20:00:00,228650
mind.bnk48official,2018-10-11 20:00:00,227356
ratah.bnk48official,2018-10-11 20:00:00,223958
korn.bnk48official,2018-10-11 20:00:00,221289
wee.bnk48official,2018-10-11 20:00:00,205532
nink.bnk48official,2018-10-11 20:00:00,205289
kate.bnk48official,2018-10-11 20:00:00,196009
jib.bnk48office,2018-10-11 20:00:00,188900
piam.bnk48office,2018-10-11 20:00:00,182523
phukkhom.bnk48office,2018-10-11 20:00:00,176189
bamboo.bnk48office,2018-10-11 20:00:00,174535
myyu.bnk48official,2018-10-11 20:00:00,163960
new.bnk48official,2018-10-11 20:00:00,161481
cake.bnk48official,2018-10-11 20:00:00,158831
view.bnk48official,2018-10-11 20:00:00,150116
minmin.bnk48office,2018-10-11 20:00:00,147209
natherine.bnk48official,2018-10-11 20:00:00,147112
gygee.bnk48official,2018-10-11 20:00:00,145708
aom.bnk48official,2018-10-11 20:00:00,144697
niky.bnk48office,2018-10-11 20:00:00,142061
kheng.bnk48official,2018-10-11 20:00:00,140850
pakwan.bnk48office,2018-10-11 20:00:00,139123
panda.bnk48official,2018-10-11 20:00:00,133294
khamin.bnk48official,2018-10-11 20:00:00,130323
faii.bnk48official,2018-10-11 20:00:00,129584
stang.bnk48office,2018-10-11 20:00:00,128330
deenee.bnk48official,2018-10-11 20:00:00,124902
oom.bnk48official,2018-10-11 20:00:00,123012
maira.bnk48official,2018-10-11 20:00:00,119695
fifa.bnk48official,2018-10-11 20:00:00,115864
nine.bnk48official,2018-10-11 20:00:00,104957
pun.bnk48official,2018-10-11 19:00:00,738609
cherprang.bnk48official,2018-10-11 19:00:00,581423
orn.bnk48official,2018-10-11 19:00:00,529786
jennis.bnk48official,2018-10-11 19:00:00,474347
mobile.bnk48official,2018-10-11 19:00:00,470720
music.bnk48official,2018-10-11 19:00:00,447212
noey.bnk48office,2018-10-11 19:00:00,420634
kaimook.bnk48official,2018-10-11 19:00:00,393432
kaew.bnk48official,2018-10-11 19:00:00,358074
jane.bnk48official,2018-10-11 19:00:00,343405
tarwaan.bnk48office,2018-10-11 19:00:00,316141
namneung.bnk48official,2018-10-11 19:00:00,315358
mewnich.bnk48official,2018-10-11 19:00:00,313399
pupe.bnk48official,2018-10-11 19:00:00,301839
satchan.bnk48official,2018-10-11 19:00:00,300680
june.bnk48office,2018-10-11 19:00:00,292734
namsai.bnk48official,2018-10-11 19:00:00,283285
miori.bnk48official,2018-10-11 19:00:00,256291
fond.bnk48office,2018-10-11 19:00:00,249016
jaa.bnk48official,2018-10-11 19:00:00,238728
rinaizuta.bnk48official,2018-10-11 19:00:00,236461
maysa.bnk48official,2018-10-11 19:00:00,228644
mind.bnk48official,2018-10-11 19:00:00,227344
ratah.bnk48official,2018-10-11 19:00:00,223933
