name,datetime (utc timezone),followed
stang.bnk48office,2018-09-29 06:00:00,116636
faii.bnk48official,2018-09-29 06:00:00,114692
deenee.bnk48official,2018-09-29 06:00:00,113602
oom.bnk48official,2018-09-29 06:00:00,111005
maira.bnk48official,2018-09-29 06:00:00,107981
fifa.bnk48official,2018-09-29 06:00:00,105383
nine.bnk48official,2018-09-29 06:00:00,93210
pun.bnk48official,2018-09-29 05:00:00,706544
cherprang.bnk48official,2018-09-29 05:00:00,553012
orn.bnk48official,2018-09-29 05:00:00,502212
jennis.bnk48official,2018-09-29 05:00:00,451448
mobile.bnk48official,2018-09-29 05:00:00,445157
music.bnk48official,2018-09-29 05:00:00,429999
noey.bnk48office,2018-09-29 05:00:00,395749
kaimook.bnk48official,2018-09-29 05:00:00,373043
kaew.bnk48official,2018-09-29 05:00:00,340300
jane.bnk48official,2018-09-29 05:00:00,316078
tarwaan.bnk48office,2018-09-29 05:00:00,303083
namneung.bnk48official,2018-09-29 05:00:00,293784
mewnich.bnk48official,2018-09-29 05:00:00,288647
satchan.bnk48official,2018-09-29 05:00:00,288211
pupe.bnk48official,2018-09-29 05:00:00,285814
namsai.bnk48official,2018-09-29 05:00:00,269062
june.bnk48office,2018-09-29 05:00:00,265881
miori.bnk48official,2018-09-29 05:00:00,242156
fond.bnk48office,2018-09-29 05:00:00,229911
jaa.bnk48official,2018-09-29 05:00:00,226389
rinaizuta.bnk48official,2018-09-29 05:00:00,223386
maysa.bnk48official,2018-09-29 05:00:00,216431
mind.bnk48official,2018-09-29 05:00:00,216195
korn.bnk48official,2018-09-29 05:00:00,208452
ratah.bnk48official,2018-09-29 05:00:00,202149
nink.bnk48official,2018-09-29 05:00:00,194850
wee.bnk48official,2018-09-29 05:00:00,188471
kate.bnk48official,2018-09-29 05:00:00,183988
jib.bnk48office,2018-09-29 05:00:00,178012
piam.bnk48office,2018-09-29 05:00:00,174545
bamboo.bnk48office,2018-09-29 05:00:00,158528
phukkhom.bnk48office,2018-09-29 05:00:00,152554
myyu.bnk48official,2018-09-29 05:00:00,147309
cake.bnk48official,2018-09-29 05:00:00,144396
new.bnk48official,2018-09-29 05:00:00,142263
view.bnk48official,2018-09-29 05:00:00,134330
natherine.bnk48official,2018-09-29 05:00:00,129814
aom.bnk48official,2018-09-29 05:00:00,128521
minmin.bnk48office,2018-09-29 05:00:00,128456
gygee.bnk48official,2018-09-29 05:00:00,127980
niky.bnk48office,2018-09-29 05:00:00,127810
pakwan.bnk48office,2018-09-29 05:00:00,127025
kheng.bnk48official,2018-09-29 05:00:00,126710
panda.bnk48official,2018-09-29 05:00:00,120719
khamin.bnk48official,2018-09-29 05:00:00,117878
stang.bnk48office,2018-09-29 05:00:00,116587
faii.bnk48official,2018-09-29 05:00:00,114632
deenee.bnk48official,2018-09-29 05:00:00,113548
oom.bnk48official,2018-09-29 05:00:00,110950
maira.bnk48official,2018-09-29 05:00:00,107933
fifa.bnk48official,2018-09-29 05:00:00,105337
nine.bnk48official,2018-09-29 05:00:00,93168
pun.bnk48official,2018-09-29 04:00:00,706341
cherprang.bnk48official,2018-09-29 04:00:00,552917
orn.bnk48official,2018-09-29 04:00:00,502054
jennis.bnk48official,2018-09-29 04:00:00,451421
mobile.bnk48official,2018-09-29 04:00:00,445025
music.bnk48official,2018-09-29 04:00:00,429924
noey.bnk48office,2018-09-29 04:00:00,395645
kaimook.bnk48official,2018-09-29 04:00:00,372960
kaew.bnk48official,2018-09-29 04:00:00,340214
jane.bnk48official,2018-09-29 04:00:00,315947
tarwaan.bnk48office,2018-09-29 04:00:00,303005
namneung.bnk48official,2018-09-29 04:00:00,293690
mewnich.bnk48official,2018-09-29 04:00:00,288507
satchan.bnk48official,2018-09-29 04:00:00,288152
pupe.bnk48official,2018-09-29 04:00:00,285740
namsai.bnk48official,2018-09-29 04:00:00,268990
june.bnk48office,2018-09-29 04:00:00,265758
miori.bnk48official,2018-09-29 04:00:00,242108
fond.bnk48office,2018-09-29 04:00:00,229811
jaa.bnk48official,2018-09-29 04:00:00,226337
rinaizuta.bnk48official,2018-09-29 04:00:00,223340
maysa.bnk48official,2018-09-29 04:00:00,216277
mind.bnk48official,2018-09-29 04:00:00,216144
korn.bnk48official,2018-09-29 04:00:00,208405
ratah.bnk48official,2018-09-29 04:00:00,202041
nink.bnk48official,2018-09-29 04:00:00,194822
wee.bnk48official,2018-09-29 04:00:00,188371
kate.bnk48official,2018-09-29 04:00:00,183964
jib.bnk48office,2018-09-29 04:00:00,177972
piam.bnk48office,2018-09-29 04:00:00,174513
bamboo.bnk48office,2018-09-29 04:00:00,158457
phukkhom.bnk48office,2018-09-29 04:00:00,152463
myyu.bnk48official,2018-09-29 04:00:00,147232
cake.bnk48official,2018-09-29 04:00:00,144324
new.bnk48official,2018-09-29 04:00:00,142179
view.bnk48official,2018-09-29 04:00:00,134255
natherine.bnk48official,2018-09-29 04:00:00,129735
aom.bnk48official,2018-09-29 04:00:00,128454
minmin.bnk48office,2018-09-29 04:00:00,128382
gygee.bnk48official,2018-09-29 04:00:00,127910
niky.bnk48office,2018-09-29 04:00:00,127748
pakwan.bnk48office,2018-09-29 04:00:00,126964
kheng.bnk48official,2018-09-29 04:00:00,126647
panda.bnk48official,2018-09-29 04:00:00,120664
khamin.bnk48official,2018-09-29 04:00:00,117821
stang.bnk48office,2018-09-29 04:00:00,116533
faii.bnk48official,2018-09-29 04:00:00,114563
deenee.bnk48official,2018-09-29 04:00:00,113492
oom.bnk48official,2018-09-29 04:00:00,110894
maira.bnk48official,2018-09-29 04:00:00,107879
fifa.bnk48official,2018-09-29 04:00:00,105291
nine.bnk48official,2018-09-29 04:00:00,93104
pun.bnk48official,2018-09-29 03:00:00,706187
cherprang.bnk48official,2018-09-29 03:00:00,552817
orn.bnk48official,2018-09-29 03:00:00,501924
jennis.bnk48official,2018-09-29 03:00:00,451290
mobile.bnk48official,2018-09-29 03:00:00,444889
music.bnk48official,2018-09-29 03:00:00,429832
noey.bnk48office,2018-09-29 03:00:00,395547
kaimook.bnk48official,2018-09-29 03:00:00,372872
kaew.bnk48official,2018-09-29 03:00:00,340126
jane.bnk48official,2018-09-29 03:00:00,315788
tarwaan.bnk48office,2018-09-29 03:00:00,302930
namneung.bnk48official,2018-09-29 03:00:00,293583
mewnich.bnk48official,2018-09-29 03:00:00,288374
satchan.bnk48official,2018-09-29 03:00:00,288097
pupe.bnk48official,2018-09-29 03:00:00,285637
namsai.bnk48official,2018-09-29 03:00:00,268912
june.bnk48office,2018-09-29 03:00:00,265618
miori.bnk48official,2018-09-29 03:00:00,242037
fond.bnk48office,2018-09-29 03:00:00,229712
jaa.bnk48official,2018-09-29 03:00:00,226272
rinaizuta.bnk48official,2018-09-29 03:00:00,223287
maysa.bnk48official,2018-09-29 03:00:00,216135
mind.bnk48official,2018-09-29 03:00:00,216082
korn.bnk48official,2018-09-29 03:00:00,208371
ratah.bnk48official,2018-09-29 03:00:00,201938
nink.bnk48official,2018-09-29 03:00:00,194751
wee.bnk48official,2018-09-29 03:00:00,188291
kate.bnk48official,2018-09-29 03:00:00,183854
jib.bnk48office,2018-09-29 03:00:00,177922
piam.bnk48office,2018-09-29 03:00:00,174473
bamboo.bnk48office,2018-09-29 03:00:00,158375
phukkhom.bnk48office,2018-09-29 03:00:00,152372
myyu.bnk48official,2018-09-29 03:00:00,147146
cake.bnk48official,2018-09-29 03:00:00,144243
new.bnk48official,2018-09-29 03:00:00,142089
view.bnk48official,2018-09-29 03:00:00,134189
natherine.bnk48official,2018-09-29 03:00:00,129671
aom.bnk48official,2018-09-29 03:00:00,128384
minmin.bnk48office,2018-09-29 03:00:00,128319
gygee.bnk48official,2018-09-29 03:00:00,127845
niky.bnk48office,2018-09-29 03:00:00,127695
pakwan.bnk48office,2018-09-29 03:00:00,126902
kheng.bnk48official,2018-09-29 03:00:00,126586
panda.bnk48official,2018-09-29 03:00:00,120613
khamin.bnk48official,2018-09-29 03:00:00,117778
stang.bnk48office,2018-09-29 03:00:00,116495
faii.bnk48official,2018-09-29 03:00:00,114492
deenee.bnk48official,2018-09-29 03:00:00,113444
oom.bnk48official,2018-09-29 03:00:00,110840
maira.bnk48official,2018-09-29 03:00:00,107832
fifa.bnk48official,2018-09-29 03:00:00,105243
nine.bnk48official,2018-09-29 03:00:00,93052
pun.bnk48official,2018-09-29 02:00:00,706051
cherprang.bnk48official,2018-09-29 02:00:00,552712
orn.bnk48official,2018-09-29 02:00:00,501801
jennis.bnk48official,2018-09-29 02:00:00,451204
mobile.bnk48official,2018-09-29 02:00:00,444798
music.bnk48official,2018-09-29 02:00:00,429746
noey.bnk48office,2018-09-29 02:00:00,395442
kaimook.bnk48official,2018-09-29 02:00:00,372788
kaew.bnk48official,2018-09-29 02:00:00,340053
jane.bnk48official,2018-09-29 02:00:00,315659
tarwaan.bnk48office,2018-09-29 02:00:00,302859
namneung.bnk48official,2018-09-29 02:00:00,293458
mewnich.bnk48official,2018-09-29 02:00:00,288242
satchan.bnk48official,2018-09-29 02:00:00,288036
pupe.bnk48official,2018-09-29 02:00:00,285568
namsai.bnk48official,2018-09-29 02:00:00,268842
june.bnk48office,2018-09-29 02:00:00,265491
miori.bnk48official,2018-09-29 02:00:00,241980
fond.bnk48office,2018-09-29 02:00:00,229609
jaa.bnk48official,2018-09-29 02:00:00,226225
rinaizuta.bnk48official,2018-09-29 02:00:00,223226
mind.bnk48official,2018-09-29 02:00:00,216034
maysa.bnk48official,2018-09-29 02:00:00,216019
korn.bnk48official,2018-09-29 02:00:00,208320
ratah.bnk48official,2018-09-29 02:00:00,201843
nink.bnk48official,2018-09-29 02:00:00,194706
wee.bnk48official,2018-09-29 02:00:00,188214
kate.bnk48official,2018-09-29 02:00:00,183839
jib.bnk48office,2018-09-29 02:00:00,177867
piam.bnk48office,2018-09-29 02:00:00,174440
bamboo.bnk48office,2018-09-29 02:00:00,158299
phukkhom.bnk48office,2018-09-29 02:00:00,152287
myyu.bnk48official,2018-09-29 02:00:00,147076
cake.bnk48official,2018-09-29 02:00:00,144177
new.bnk48official,2018-09-29 02:00:00,142002
view.bnk48official,2018-09-29 02:00:00,134128
natherine.bnk48official,2018-09-29 02:00:00,129603
aom.bnk48official,2018-09-29 02:00:00,128316
minmin.bnk48office,2018-09-29 02:00:00,128245
gygee.bnk48official,2018-09-29 02:00:00,127789
niky.bnk48office,2018-09-29 02:00:00,127642
pakwan.bnk48office,2018-09-29 02:00:00,126855
kheng.bnk48official,2018-09-29 02:00:00,126530
panda.bnk48official,2018-09-29 02:00:00,120547
khamin.bnk48official,2018-09-29 02:00:00,117729
stang.bnk48office,2018-09-29 02:00:00,116445
faii.bnk48official,2018-09-29 02:00:00,114430
deenee.bnk48official,2018-09-29 02:00:00,113391
oom.bnk48official,2018-09-29 02:00:00,110794
maira.bnk48official,2018-09-29 02:00:00,107787
fifa.bnk48official,2018-09-29 02:00:00,105199
nine.bnk48official,2018-09-29 02:00:00,93005
pun.bnk48official,2018-09-29 01:00:00,705917
cherprang.bnk48official,2018-09-29 01:00:00,552623
orn.bnk48official,2018-09-29 01:00:00,501682
jennis.bnk48official,2018-09-29 01:00:00,451102
mobile.bnk48official,2018-09-29 01:00:00,444677
music.bnk48official,2018-09-29 01:00:00,429672
noey.bnk48office,2018-09-29 01:00:00,395322
kaimook.bnk48official,2018-09-29 01:00:00,372701
kaew.bnk48official,2018-09-29 01:00:00,339969
jane.bnk48official,2018-09-29 01:00:00,315543
tarwaan.bnk48office,2018-09-29 01:00:00,302788
namneung.bnk48official,2018-09-29 01:00:00,293356
mewnich.bnk48official,2018-09-29 01:00:00,288121
satchan.bnk48official,2018-09-29 01:00:00,287980
pupe.bnk48official,2018-09-29 01:00:00,285480
namsai.bnk48official,2018-09-29 01:00:00,268762
june.bnk48office,2018-09-29 01:00:00,265389
miori.bnk48official,2018-09-29 01:00:00,241917
fond.bnk48office,2018-09-29 01:00:00,229515
jaa.bnk48official,2018-09-29 01:00:00,226159
rinaizuta.bnk48official,2018-09-29 01:00:00,223161
mind.bnk48official,2018-09-29 01:00:00,215966
maysa.bnk48official,2018-09-29 01:00:00,215870
korn.bnk48official,2018-09-29 01:00:00,208261
ratah.bnk48official,2018-09-29 01:00:00,201760
nink.bnk48official,2018-09-29 01:00:00,194663
wee.bnk48official,2018-09-29 01:00:00,188113
kate.bnk48official,2018-09-29 01:00:00,183771
jib.bnk48office,2018-09-29 01:00:00,177804
piam.bnk48office,2018-09-29 01:00:00,174394
bamboo.bnk48office,2018-09-29 01:00:00,158229
phukkhom.bnk48office,2018-09-29 01:00:00,152193
myyu.bnk48official,2018-09-29 01:00:00,147011
cake.bnk48official,2018-09-29 01:00:00,144107
new.bnk48official,2018-09-29 01:00:00,141915
view.bnk48official,2018-09-29 01:00:00,134054
natherine.bnk48official,2018-09-29 01:00:00,129513
aom.bnk48official,2018-09-29 01:00:00,128245
minmin.bnk48office,2018-09-29 01:00:00,128163
gygee.bnk48official,2018-09-29 01:00:00,127722
niky.bnk48office,2018-09-29 01:00:00,127582
pakwan.bnk48office,2018-09-29 01:00:00,126799
kheng.bnk48official,2018-09-29 01:00:00,126469
panda.bnk48official,2018-09-29 01:00:00,120484
khamin.bnk48official,2018-09-29 01:00:00,117670
stang.bnk48office,2018-09-29 01:00:00,116383
faii.bnk48official,2018-09-29 01:00:00,114353
deenee.bnk48official,2018-09-29 01:00:00,113329
oom.bnk48official,2018-09-29 01:00:00,110735
maira.bnk48official,2018-09-29 01:00:00,107734
fifa.bnk48official,2018-09-29 01:00:00,105147
nine.bnk48official,2018-09-29 01:00:00,92941
pun.bnk48official,2018-09-29 00:00:00,705800
cherprang.bnk48official,2018-09-29 00:00:00,552535
orn.bnk48official,2018-09-29 00:00:00,501589
jennis.bnk48official,2018-09-29 00:00:00,451010
mobile.bnk48official,2018-09-29 00:00:00,444584
music.bnk48official,2018-09-29 00:00:00,429611
noey.bnk48office,2018-09-29 00:00:00,395230
kaimook.bnk48official,2018-09-29 00:00:00,372621
kaew.bnk48official,2018-09-29 00:00:00,339891
jane.bnk48official,2018-09-29 00:00:00,315441
tarwaan.bnk48office,2018-09-29 00:00:00,302735
namneung.bnk48official,2018-09-29 00:00:00,293266
mewnich.bnk48official,2018-09-29 00:00:00,288015
satchan.bnk48official,2018-09-29 00:00:00,287940
pupe.bnk48official,2018-09-29 00:00:00,285414
namsai.bnk48official,2018-09-29 00:00:00,268617
june.bnk48office,2018-09-29 00:00:00,265298
miori.bnk48official,2018-09-29 00:00:00,241879
fond.bnk48office,2018-09-29 00:00:00,229448
jaa.bnk48official,2018-09-29 00:00:00,226112
rinaizuta.bnk48official,2018-09-29 00:00:00,223111
mind.bnk48official,2018-09-29 00:00:00,215923
maysa.bnk48official,2018-09-29 00:00:00,215743
korn.bnk48official,2018-09-29 00:00:00,208224
ratah.bnk48official,2018-09-29 00:00:00,201692
nink.bnk48official,2018-09-29 00:00:00,194619
wee.bnk48official,2018-09-29 00:00:00,188055
kate.bnk48official,2018-09-29 00:00:00,183727
jib.bnk48office,2018-09-29 00:00:00,177758
piam.bnk48office,2018-09-29 00:00:00,174366
bamboo.bnk48office,2018-09-29 00:00:00,158170
phukkhom.bnk48office,2018-09-29 00:00:00,152140
myyu.bnk48official,2018-09-29 00:00:00,146960
cake.bnk48official,2018-09-29 00:00:00,144064
new.bnk48official,2018-09-29 00:00:00,141858
view.bnk48official,2018-09-29 00:00:00,134001
natherine.bnk48official,2018-09-29 00:00:00,129459
aom.bnk48official,2018-09-29 00:00:00,128191
minmin.bnk48office,2018-09-29 00:00:00,128106
gygee.bnk48official,2018-09-29 00:00:00,127670
niky.bnk48office,2018-09-29 00:00:00,127530
pakwan.bnk48office,2018-09-29 00:00:00,126754
kheng.bnk48official,2018-09-29 00:00:00,126426
panda.bnk48official,2018-09-29 00:00:00,120437
khamin.bnk48official,2018-09-29 00:00:00,117633
stang.bnk48office,2018-09-29 00:00:00,116344
faii.bnk48official,2018-09-29 00:00:00,114297
deenee.bnk48official,2018-09-29 00:00:00,113283
oom.bnk48official,2018-09-29 00:00:00,110697
maira.bnk48official,2018-09-29 00:00:00,107695
fifa.bnk48official,2018-09-29 00:00:00,105109
nine.bnk48official,2018-09-29 00:00:00,92906
pun.bnk48official,2018-09-28 23:00:00,705759
cherprang.bnk48official,2018-09-28 23:00:00,552498
orn.bnk48official,2018-09-28 23:00:00,501563
jennis.bnk48official,2018-09-28 23:00:00,450991
mobile.bnk48official,2018-09-28 23:00:00,444543
music.bnk48official,2018-09-28 23:00:00,429586
noey.bnk48office,2018-09-28 23:00:00,395198
kaimook.bnk48official,2018-09-28 23:00:00,372599
kaew.bnk48official,2018-09-28 23:00:00,339870
jane.bnk48official,2018-09-28 23:00:00,315401
tarwaan.bnk48office,2018-09-28 23:00:00,302710
namneung.bnk48official,2018-09-28 23:00:00,293246
mewnich.bnk48official,2018-09-28 23:00:00,287969
satchan.bnk48official,2018-09-28 23:00:00,287917
pupe.bnk48official,2018-09-28 23:00:00,285391
namsai.bnk48official,2018-09-28 23:00:00,268596
june.bnk48office,2018-09-28 23:00:00,265262
miori.bnk48official,2018-09-28 23:00:00,241857
fond.bnk48office,2018-09-28 23:00:00,229409
jaa.bnk48official,2018-09-28 23:00:00,226097
rinaizuta.bnk48official,2018-09-28 23:00:00,223090
mind.bnk48official,2018-09-28 23:00:00,215899
maysa.bnk48official,2018-09-28 23:00:00,215696
korn.bnk48official,2018-09-28 23:00:00,208210
ratah.bnk48official,2018-09-28 23:00:00,201665
nink.bnk48official,2018-09-28 23:00:00,194603
wee.bnk48official,2018-09-28 23:00:00,188027
kate.bnk48official,2018-09-28 23:00:00,183705
jib.bnk48office,2018-09-28 23:00:00,177744
piam.bnk48office,2018-09-28 23:00:00,174353
bamboo.bnk48office,2018-09-28 23:00:00,158141
phukkhom.bnk48office,2018-09-28 23:00:00,152113
myyu.bnk48official,2018-09-28 23:00:00,146939
cake.bnk48official,2018-09-28 23:00:00,144042
new.bnk48official,2018-09-28 23:00:00,141829
view.bnk48official,2018-09-28 23:00:00,133983
natherine.bnk48official,2018-09-28 23:00:00,129434
aom.bnk48official,2018-09-28 23:00:00,128167
minmin.bnk48office,2018-09-28 23:00:00,128076
gygee.bnk48official,2018-09-28 23:00:00,127648
niky.bnk48office,2018-09-28 23:00:00,127509
pakwan.bnk48office,2018-09-28 23:00:00,126734
kheng.bnk48official,2018-09-28 23:00:00,126409
panda.bnk48official,2018-09-28 23:00:00,120415
khamin.bnk48official,2018-09-28 23:00:00,117614
stang.bnk48office,2018-09-28 23:00:00,116326
faii.bnk48official,2018-09-28 23:00:00,114277
deenee.bnk48official,2018-09-28 23:00:00,113264
oom.bnk48official,2018-09-28 23:00:00,110677
maira.bnk48official,2018-09-28 23:00:00,107677
fifa.bnk48official,2018-09-28 23:00:00,105091
nine.bnk48official,2018-09-28 23:00:00,92892
pun.bnk48official,2018-09-28 22:00:00,705740
cherprang.bnk48official,2018-09-28 22:00:00,552486
orn.bnk48official,2018-09-28 22:00:00,501554
jennis.bnk48official,2018-09-28 22:00:00,450980
mobile.bnk48official,2018-09-28 22:00:00,444528
music.bnk48official,2018-09-28 22:00:00,429569
noey.bnk48office,2018-09-28 22:00:00,395179
kaimook.bnk48official,2018-09-28 22:00:00,372582
kaew.bnk48official,2018-09-28 22:00:00,339852
jane.bnk48official,2018-09-28 22:00:00,315377
tarwaan.bnk48office,2018-09-28 22:00:00,302697
namneung.bnk48official,2018-09-28 22:00:00,293232
mewnich.bnk48official,2018-09-28 22:00:00,287949
satchan.bnk48official,2018-09-28 22:00:00,287905
pupe.bnk48official,2018-09-28 22:00:00,285371
namsai.bnk48official,2018-09-28 22:00:00,268584
june.bnk48office,2018-09-28 22:00:00,265244
miori.bnk48official,2018-09-28 22:00:00,241845
fond.bnk48office,2018-09-28 22:00:00,229394
jaa.bnk48official,2018-09-28 22:00:00,226086
rinaizuta.bnk48official,2018-09-28 22:00:00,223079
mind.bnk48official,2018-09-28 22:00:00,215888
maysa.bnk48official,2018-09-28 22:00:00,215672
korn.bnk48official,2018-09-28 22:00:00,208198
ratah.bnk48official,2018-09-28 22:00:00,201649
nink.bnk48official,2018-09-28 22:00:00,194595
wee.bnk48official,2018-09-28 22:00:00,188011
kate.bnk48official,2018-09-28 22:00:00,183692
jib.bnk48office,2018-09-28 22:00:00,177731
piam.bnk48office,2018-09-28 22:00:00,174344
bamboo.bnk48office,2018-09-28 22:00:00,158127
phukkhom.bnk48office,2018-09-28 22:00:00,152098
myyu.bnk48official,2018-09-28 22:00:00,146919
cake.bnk48official,2018-09-28 22:00:00,144032
new.bnk48official,2018-09-28 22:00:00,141816
view.bnk48official,2018-09-28 22:00:00,133972
natherine.bnk48official,2018-09-28 22:00:00,129414
aom.bnk48official,2018-09-28 22:00:00,128156
minmin.bnk48office,2018-09-28 22:00:00,128064
gygee.bnk48official,2018-09-28 22:00:00,127636
niky.bnk48office,2018-09-28 22:00:00,127498
pakwan.bnk48office,2018-09-28 22:00:00,126719
kheng.bnk48official,2018-09-28 22:00:00,126398
panda.bnk48official,2018-09-28 22:00:00,120401
khamin.bnk48official,2018-09-28 22:00:00,117604
stang.bnk48office,2018-09-28 22:00:00,116312
faii.bnk48official,2018-09-28 22:00:00,114258
deenee.bnk48official,2018-09-28 22:00:00,113251
oom.bnk48official,2018-09-28 22:00:00,110662
maira.bnk48official,2018-09-28 22:00:00,107663
fifa.bnk48official,2018-09-28 22:00:00,105081
nine.bnk48official,2018-09-28 22:00:00,92878
pun.bnk48official,2018-09-28 21:00:00,705729
cherprang.bnk48official,2018-09-28 21:00:00,552476
orn.bnk48official,2018-09-28 21:00:00,501543
jennis.bnk48official,2018-09-28 21:00:00,450973
mobile.bnk48official,2018-09-28 21:00:00,444519
music.bnk48official,2018-09-28 21:00:00,429565
noey.bnk48office,2018-09-28 21:00:00,395167
kaimook.bnk48official,2018-09-28 21:00:00,372572
kaew.bnk48official,2018-09-28 21:00:00,339845
jane.bnk48official,2018-09-28 21:00:00,315368
tarwaan.bnk48office,2018-09-28 21:00:00,302688
namneung.bnk48official,2018-09-28 21:00:00,293229
mewnich.bnk48official,2018-09-28 21:00:00,287939
satchan.bnk48official,2018-09-28 21:00:00,287900
pupe.bnk48official,2018-09-28 21:00:00,285363
namsai.bnk48official,2018-09-28 21:00:00,268659
june.bnk48office,2018-09-28 21:00:00,265234
miori.bnk48official,2018-09-28 21:00:00,241841
fond.bnk48office,2018-09-28 21:00:00,229385
jaa.bnk48official,2018-09-28 21:00:00,226079
rinaizuta.bnk48official,2018-09-28 21:00:00,223076
mind.bnk48official,2018-09-28 21:00:00,215880
maysa.bnk48official,2018-09-28 21:00:00,215664
korn.bnk48official,2018-09-28 21:00:00,208195
ratah.bnk48official,2018-09-28 21:00:00,201638
nink.bnk48official,2018-09-28 21:00:00,194591
wee.bnk48official,2018-09-28 21:00:00,188004
kate.bnk48official,2018-09-28 21:00:00,183688
jib.bnk48office,2018-09-28 21:00:00,177726
piam.bnk48office,2018-09-28 21:00:00,174342
bamboo.bnk48office,2018-09-28 21:00:00,158120
phukkhom.bnk48office,2018-09-28 21:00:00,152087
myyu.bnk48official,2018-09-28 21:00:00,146915
cake.bnk48official,2018-09-28 21:00:00,144026
new.bnk48official,2018-09-28 21:00:00,141806
view.bnk48official,2018-09-28 21:00:00,133968
natherine.bnk48official,2018-09-28 21:00:00,129406
aom.bnk48official,2018-09-28 21:00:00,128150
minmin.bnk48office,2018-09-28 21:00:00,128055
gygee.bnk48official,2018-09-28 21:00:00,127633
niky.bnk48office,2018-09-28 21:00:00,127494
pakwan.bnk48office,2018-09-28 21:00:00,126715
kheng.bnk48official,2018-09-28 21:00:00,126391
panda.bnk48official,2018-09-28 21:00:00,120393
khamin.bnk48official,2018-09-28 21:00:00,117600
stang.bnk48office,2018-09-28 21:00:00,116306
faii.bnk48official,2018-09-28 21:00:00,114255
deenee.bnk48official,2018-09-28 21:00:00,113247
oom.bnk48official,2018-09-28 21:00:00,110658
maira.bnk48official,2018-09-28 21:00:00,107657
fifa.bnk48official,2018-09-28 21:00:00,105077
nine.bnk48official,2018-09-28 21:00:00,92874
pun.bnk48official,2018-09-28 20:00:00,705718
cherprang.bnk48official,2018-09-28 20:00:00,552455
orn.bnk48official,2018-09-28 20:00:00,501534
jennis.bnk48official,2018-09-28 20:00:00,450962
mobile.bnk48official,2018-09-28 20:00:00,444509
music.bnk48official,2018-09-28 20:00:00,429557
noey.bnk48office,2018-09-28 20:00:00,395148
kaimook.bnk48official,2018-09-28 20:00:00,372567
kaew.bnk48official,2018-09-28 20:00:00,339840
jane.bnk48official,2018-09-28 20:00:00,315350
tarwaan.bnk48office,2018-09-28 20:00:00,302680
namneung.bnk48official,2018-09-28 20:00:00,293224
mewnich.bnk48official,2018-09-28 20:00:00,287927
satchan.bnk48official,2018-09-28 20:00:00,287894
pupe.bnk48official,2018-09-28 20:00:00,285351
namsai.bnk48official,2018-09-28 20:00:00,268651
june.bnk48office,2018-09-28 20:00:00,265215
miori.bnk48official,2018-09-28 20:00:00,241833
fond.bnk48office,2018-09-28 20:00:00,229370
jaa.bnk48official,2018-09-28 20:00:00,226074
rinaizuta.bnk48official,2018-09-28 20:00:00,223068
mind.bnk48official,2018-09-28 20:00:00,215872
maysa.bnk48official,2018-09-28 20:00:00,215649
korn.bnk48official,2018-09-28 20:00:00,208189
ratah.bnk48official,2018-09-28 20:00:00,201628
nink.bnk48official,2018-09-28 20:00:00,194584
wee.bnk48official,2018-09-28 20:00:00,187995
kate.bnk48official,2018-09-28 20:00:00,183683
jib.bnk48office,2018-09-28 20:00:00,177720
piam.bnk48office,2018-09-28 20:00:00,174337
bamboo.bnk48office,2018-09-28 20:00:00,158112
phukkhom.bnk48office,2018-09-28 20:00:00,152075
myyu.bnk48official,2018-09-28 20:00:00,146908
cake.bnk48official,2018-09-28 20:00:00,144019
new.bnk48official,2018-09-28 20:00:00,141795
view.bnk48official,2018-09-28 20:00:00,133960
natherine.bnk48official,2018-09-28 20:00:00,129394
aom.bnk48official,2018-09-28 20:00:00,128141
minmin.bnk48office,2018-09-28 20:00:00,128040
gygee.bnk48official,2018-09-28 20:00:00,127624
niky.bnk48office,2018-09-28 20:00:00,127486
pakwan.bnk48office,2018-09-28 20:00:00,126706
kheng.bnk48official,2018-09-28 20:00:00,126381
panda.bnk48official,2018-09-28 20:00:00,120384
khamin.bnk48official,2018-09-28 20:00:00,117592
stang.bnk48office,2018-09-28 20:00:00,116301
faii.bnk48official,2018-09-28 20:00:00,114248
deenee.bnk48official,2018-09-28 20:00:00,113239
oom.bnk48official,2018-09-28 20:00:00,110651
maira.bnk48official,2018-09-28 20:00:00,107649
fifa.bnk48official,2018-09-28 20:00:00,105069
nine.bnk48official,2018-09-28 20:00:00,92867
pun.bnk48official,2018-09-28 19:00:00,705691
cherprang.bnk48official,2018-09-28 19:00:00,552431
orn.bnk48official,2018-09-28 19:00:00,501505
jennis.bnk48official,2018-09-28 19:00:00,450943
mobile.bnk48official,2018-09-28 19:00:00,444477
music.bnk48official,2018-09-28 19:00:00,429535
noey.bnk48office,2018-09-28 19:00:00,395119
kaimook.bnk48official,2018-09-28 19:00:00,372549
kaew.bnk48official,2018-09-28 19:00:00,339824
jane.bnk48official,2018-09-28 19:00:00,315309
tarwaan.bnk48office,2018-09-28 19:00:00,302664
namneung.bnk48official,2018-09-28 19:00:00,293205
mewnich.bnk48official,2018-09-28 19:00:00,287905
satchan.bnk48official,2018-09-28 19:00:00,287880
pupe.bnk48official,2018-09-28 19:00:00,285326
namsai.bnk48official,2018-09-28 19:00:00,268629
june.bnk48office,2018-09-28 19:00:00,265187
miori.bnk48official,2018-09-28 19:00:00,241816
